	index	Air Date	Category	Value	Question	Answer
68	14296	2010-12-30	PORTUGUYS	$400	In the 17th century Pedro Teixeira, one of the early explorers of this river, traversed it from Belem to Quito	the Amazon
69	14297	2010-12-30	"""EH""?"	$400	O this little town passed from Israeli to Palestinian control in December 1995	Bethlehem
70	14298	2010-12-30	THE 1990s	$600	In 1992 the Catholic church issued the first new universal this in 4 centuries, dropping the Q. & A. format	a catechism
71	14299	2010-12-30	STUPID ANSWERS	$600	"Dolores Del Rio was one of the stars of the 1933 musical ""Flying Down to"" here"	Rio
72	14300	2010-12-30	I READ IT ON A BUMPER STICKER	$600	"Punning on a slogan of the United Negro College Fund, ""A waist is a terrible thing to..."""	mind
73	14301	2010-12-30	BIRD-OLOGY	$600	(Jimmy of the clue crew gives the clue) The colored spot on a peacock's feather is called an ocelus from the Latin oculus meaning this	an eye
74	14302	2010-12-30	PORTUGUYS	$600	In the 15th century, this Portuguese prince established a school of navigation at Sagres, his castle	Henry (the Navigator)
75	14303	2010-12-30	"""EH""?"	$600	It's an abnormal depletion of bodily fluids you might experience in a trek across a desert	dehydration
76	14304	2010-12-30	THE 1990s	$800	George Holliday videotaped the LAPD's notorious encounter with this man in 1991	Rodney King
77	14305	2010-12-30	STUPID ANSWERS	$800	Hopefully you know it's the TV sitcom that starred Faith Ford & Kelly Ripa as sisters	Hope and Faith
78	14306	2010-12-30	I READ IT ON A BUMPER STICKER	$800	"""Never play leap frog with"" this mythical animal, if you get my point"	the unicorn
79	14307	2010-12-30	BIRD-OLOGY	$800	Nearly blind, this flightless bird of New Zealand relies on its sense of smell to find food	the kiwi
80	14308	2010-12-30	PORTUGUYS	$800	In 1488 Bartolomeo Dias led the first European expedition to round this cape, opening a sea route to Asia	the Cape of Good Hope
81	14309	2010-12-30	"""EH""?"	$800	"From the Latin for ""to catch hold of"", it means to understand"	to comprehend
82	14310	2010-12-30	THE 1990s	$1000	In 1997 the Chinese govt. announced privatizations as part of the legacy of this leader who died that February	Deng Xiaoping
83	14311	2010-12-30	STUPID ANSWERS	$1000	In August 2009 country duo Brooks & this guy announced that they were done	(Ronnie) Dunn
84	14312	2010-12-30	I READ IT ON A BUMPER STICKER	$1000	"""Does the name"" of this physiologist ""ring a bell?"""	Pavlov
85	14313	2010-12-30	BIRD-OLOGY	$1,000	(Kelly of the clue crew gives the clue) When fishing a heron spears at the water to grab its prey while this bird sweeps for food using its uniquely shaped beak	the spoonbill
86	14314	2010-12-30	PORTUGUYS	$1000	"In 1757 the Marques de Pombal's efforts to regulate trade in dessert wine led to a ""tippler's riot"" in this city"	Oporto
87	14315	2010-12-30	"""EH""?"	$1000	This adjective is used to describe the gripping ability of the tails of New World monkeys	prehensile
88	14316	2010-12-30	COUNTY CULTURE	$400	For 37 years Ole Miss has held an annual conference on this writer & Yoknapatawpha	William Faulkner
89	14317	2010-12-30	BALLPARK FRANKS	$400	The first to be MVP in both leagues, he was the first African-American major league manager, with Cleveland in 1975	Frank Robinson
90	14318	2010-12-30	I CAN PREDICT THE FUTURE	$400	In 2011 NASA will send a rover to this planet to see if it could support microbial life	Mars
91	14319	2010-12-30	EGGS-QUISITE	$400	The eggs in Eggs Benedict are cooked this way, gently in liquid just below the boiling point	poached
92	14320	2010-12-30	BOOK BY CHARACTERS	$400	Melanie Wilkes,  Gerald O'Hara	Gone With the Wind
93	14321	2010-12-30	"A ""BACH"" OF CLUES"	$400	This world leader met Reagan in Iceland in 1986	Gorbachev
94	14322	2010-12-30	COUNTY CULTURE	$800	"The photo <a href=""http://www.j-archive.com/media/2010-12-30_DJ_18.jpg"" target=""_blank"">here</a> was taken in this Iowa county found in the title of a bestseller"	Madison county
95	14323	2010-12-30	BALLPARK FRANKS	$800	"6'7"" Frank Howard was known as ""The Capital Punisher"" after being traded to this team"	the Washington Senators
96	14324	2010-12-30	I CAN PREDICT THE FUTURE	$800	Colorado & Utah will go west & join this sporting conference in 2011	the Pac-10
97	14325	2010-12-30	EGGS-QUISITE	$800	"The type of pan seen <a href=""http://www.j-archive.com/media/2010-12-30_DJ_13.jpg"" target=""_blank"">here</a> is named for this egg dish"	an omelette
98	14326	2010-12-30	BOOK BY CHARACTERS	$800	Lara,  Strelnikov,  Komarovsky	Doctor Zhivago
99	14327	2010-12-30	COUNTY CULTURE	$2,000	"The Oscar-winning documentary ""Harlan County USA"" depicts a strike by these workers in Kentucky"	coalminers
100	14328	2010-12-30	BALLPARK FRANKS	$1200	"In 2007 this DH nicknamed ""The Big Hurt"" hit his 500th career home run"	Frank Thomas
101	14329	2010-12-30	I CAN PREDICT THE FUTURE	$1200	This protocol established in Japan to limit greenhouse gas emissions will expire in 2012	the Kyoto Protocol
102	14330	2010-12-30	EGGS-QUISITE	$1200	"""Joy of Cooking"" says a well-made one of these is ""the triumph of egg cooking"" & warns that overcooking will deflate it"	a soufflé
103	14331	2010-12-30	BOOK BY CHARACTERS	$1200	Leopold Bloom	Ulysses
104	14332	2010-12-30	COUNTY CULTURE	$1600	"This Jane Austen novel begins, ""The family of Dashwood had long been settled in Sussex"""	Sense and Sensibility
105	14333	2010-12-30	BALLPARK FRANKS	$1600	"Frank Tanana, who was drafted by this ""heavenly"" team in 1971, was said to throw 90 mph in the '70s & 70 mph in the '90s"	the Angels
106	14334	2010-12-30	I CAN PREDICT THE FUTURE	$1600	This will be partly blotted out on May 10, 2013; if I'm with a primitive tribe that day, I can trick them into making me a god	the sun
107	14335	2010-12-30	EGGS-QUISITE	$1600	The name of this eggy dish, a savory tart, comes from the German word kuchen	quiche
108	14336	2010-12-30	BOOK BY CHARACTERS	$1600	George Milton,  Lennie Small	Of Mice and Men
109	14337	2010-12-30	COUNTY CULTURE	$2000	"A 2008 Tony award went to Tracy Letts' dark family comedy ""August:"" this Oklahoma county"	Osage
110	14338	2010-12-30	BALLPARK FRANKS	$2000	"""The Fordham Flash"", he played in 8 World Series as a National Leaguer & was inducted into the hall of fame in 1947"	Frankie Frisch
111	14339	2010-12-30	I CAN PREDICT THE FUTURE	$2000	The gram you're holding of this element's Isotope 238? In about 4 1/2 billion years, it'll be 1/2 gram	uranium
112	14340	2010-12-30	EGGS-QUISITE	$2000	Whisk sugar, Marsala wine, egg yolks & salt until thick & creamy to make this custard-y Italian dessert	zabaglione
113	14341	2010-12-30	BOOK BY CHARACTERS	$2000	Isabella Linton,  Hareton Earnshaw	Wuthering Heights
114	14342	2010-12-30	"A ""BACH"" OF CLUES"	$1,000	Made famous in 1945, it's an extinct volcano on Iwo Jima	Mount Suribachi
115	14343	2010-12-29	JOHANNES BRAHMS	$200	As a young man, Brahms chose this as his main instrument & played it in taverns to make a living	the piano
116	14344	2010-12-29	A DAY AT THE HORSE RACES	$200	"This Golden Palamino, ""the smartest horse in the movies"", noses ahead; Roy Rogers aboard"	Trigger
117	14345	2010-12-29	U.S. FLAG ETIQUETTE	$200	The flag code specifies that a lapel flag pin is to be worn near this body part	the heart
118	14346	2010-12-29	NOT SO FAMOUS LAST WORDS	$200	"General John Sedgwick, near Spotslyvania during this war: ""They couldn't hit an elephant at this distance"""	the Civil War
119	14347	2010-12-29	DO TRY THIS AT HOME	$200	When doing this task, change direction from week to week to keep the pile of the carpet upright	vacuuming
120	14348	2010-12-29	"""BABY"" TALK"	$200	It's a period of sharp increase in the birthrate, as in the U.S. following WWII	a baby boom
121	14349	2010-12-29	JOHANNES BRAHMS	$400	Brahms got off to a bad start with this Hungarian composer by falling asleep during one of his concerts	Liszt
122	14350	2010-12-29	A DAY AT THE HORSE RACES	$400	On the rail is this mythical horse sired by Medusa & Poseidon; he's running like he has wings!	Pegasus
123	14351	2010-12-29	U.S. FLAG ETIQUETTE	$400	It's the preferred way to destroy an American flag in bad condition	burning it
124	14352	2010-12-29	NOT SO FAMOUS LAST WORDS	$400	"Alex, an African grey one of these to a researcher: ""You be good. See you tomorrow. I love you"""	a parrot
125	14353	2010-12-29	DO TRY THIS AT HOME	$400	Whether its virgin or extra virgin, store it in a dark place; light as well as heat can spoil it	olive oil
126	14354	2010-12-29	"""BABY"" TALK"	$400	"After the euphoria of birth, a new mom may experience mild-to-severe depression with this ""colorful"" nickname"	the baby blues
127	14355	2010-12-29	JOHANNES BRAHMS	$600	"It's the name of the familiar Brahms composition heard <a href=""http://www.j-archive.com/media/2010-12-29_J_14.mp3"">here</a>"	Lullaby
128	14356	2010-12-29	A DAY AT THE HORSE RACES	$600	& away they go...this horse that hit TV in 1956 trails early...his jockey, Gumby, has him moving as if he was made of clay!	Pokey
129	14357	2010-12-29	U.S. FLAG ETIQUETTE	$600	In a military fold, the flag is folded twice lengthwise & then folded until this geometric shape is achieved at the finish	a triangle
130	14358	2010-12-29	NOT SO FAMOUS LAST WORDS	$600	"Lady Astor, on seeing her family assembled: ""Is it my"" this ""or am I dying?"""	birthday
131	14359	2010-12-29	DO TRY THIS AT HOME	$600	Usually found effervescing on great-grandma's nightstand, this product can also be used to clean silver teapots	denture clean
132	14360	2010-12-29	"""BABY"" TALK"	$600	"Nestle calls this nutty candy bar ""America's Baby"""	Baby Ruth
133	14361	2010-12-29	JOHANNES BRAHMS	$800	Brahms wrote only 4 of these compositions, including No.3 in F major	symphonies
134	14362	2010-12-29	A DAY AT THE HORSE RACES	$800	At the far turn, it's my friend this horse now ridden by Alison Lohman, taking over for Roddy McDowall	Flicka
135	14363	2010-12-29	U.S. FLAG ETIQUETTE	$1,500	On this holiday, the flag is displayed at half staff until noon & then at full staff until sunset	Memorial Day
136	14364	2010-12-29	NOT SO FAMOUS LAST WORDS	$800	"This '60s guru before dropping out for good: ""Why not?"""	Timothy Leary
137	14365	2010-12-29	DO TRY THIS AT HOME	$800	"When doing this to your tie, like Burt Lancaster in ""Atlantic City"", put a piece of cardboard inside it"	ironing
138	14366	2010-12-29	"""BABY"" TALK"	$800	In 1957 Couturier Balenciaga featured dresses with this infantile name	baby doll
139	14367	2010-12-29	JOHANNES BRAHMS	$1000	Brahms spent much of his creative life in Vienna, but was born in this port, today the second-largest city in Germany	Hamburg
140	14368	2010-12-29	A DAY AT THE HORSE RACES	$1000	"On the outside is this ""Toy Story 2"" horse from the Pixar stables, riding like the wind"	Bullseye
141	14369	2010-12-29	U.S. FLAG ETIQUETTE	$1000	In the U.S., this organization's flag may be flown above the Stars and Stripes only at its NYC headquarters	the UN (the United Nations)
142	14370	2010-12-29	NOT SO FAMOUS LAST WORDS	$1000	"This troubled chess master: ""Nothing is as healing as the human touch"""	(Bobby) Fischer
143	14371	2010-12-29	DO TRY THIS AT HOME	$1000	You can replace a broken window pane yourself, but prime the wood before applying this, also called glazing compound	putty
144	14372	2010-12-29	"""BABY"" TALK"	$1000	"We only have eyes for <a href=""http://www.j-archive.com/media/2010-12-29_J_05.jpg"" target=""_blank"">this</a> primate seen here"	a bush baby
145	14373	2010-12-29	ISLAND NATIONS	$400	In 2006 a sign language became this country's third official language along with English & Maori	New Zealand
146	14374	2010-12-29	TV CHARACTERS	$400	This control agent's shoe phone is on exhibit at the CIA's spy-fi museum	Maxwell Smart
147	14375	2010-12-29	FLY ME WITH BALLOONS	$400	When Joe Kittinger jumped from a balloon at 102,80	parachutes
148	14376	2010-12-29	MED. ABBREV.	$400	The medical specialty ENT stands for these 3 body parts	ear, nose and throat
149	14377	2010-12-29	20th CENTURY FACES	$400	"In 1927 the wealth of <a href=""http://www.j-archive.com/media/2010-12-29_DJ_06.jpg"" target=""_blank"">this</a> notorious person seen here was estimated at around $100 million dollars"	Al Capone
150	14378	2010-12-29	BABY TALK	$400	Besides being a bed for a baby, it can mean a slang term for a home	a crib
151	14379	2010-12-29	ISLAND NATIONS	$800	This African nation consists of the world's fourth-largest island & a bunch of tiny ones	Madagascar
152	14380	2010-12-29	TV CHARACTERS	$800	"This ""Mary Tyler Moore Show"" anchorman was said to be based on 2 L.A. anchors: George Putnam & Jerry Dunphy"	Ted Baxter
153	14381	2010-12-29	FLY ME WITH BALLOONS	$800	In 1978, 3 men set a record flight duration of 137 hours in The Double Eagle II balloon, which used this gas	helium
154	14382	2010-12-29	MED. ABBREV.	$800	Chronic bronchitis is part of COPD, which stands for chronic obstructive this disease	pulmonary
155	14383	2010-12-29	20th CENTURY FACES	$800	"In WWI, <a href=""http://www.j-archive.com/media/2010-12-29_DJ_07.jpg"" target=""_blank"">this</a> future first lady worked for the Navy Marine Corps Relief Society"	Eleanor Roosevelt
156	14384	2010-12-29	BABY TALK	$800	The support for a handset of a phone, or a baby's bed on rockers	a cradle
157	14385	2010-12-29	ISLAND NATIONS	$1200	"2 main islands, a large one that's home to about 95% of the population and a smaller one make up <a href=""http://www.j-archive.com/media/2010-12-29_DJ_03.jpg"" target=""_blank"">this</a> country"	Trinidad and Tobago
158	14386	2010-12-29	TV CHARACTERS	$1200	"On ""Lost"" this character told Jack, ""I've looked into the eye of the island, and what I saw was beautiful"""	(John) Locke
159	14387	2010-12-29	FLY ME WITH BALLOONS	$5,000	The first manned untethered hot air balloon ride covered 5.5 miles over this capital	Paris
160	14388	2010-12-29	MED. ABBREV.	$1200	FBS is short for fasting this, to check for diabetes, for example	blood sugar
161	14389	2010-12-29	20th CENTURY FACES	$1200	"In 1951 <a href=""http://www.j-archive.com/media/2010-12-29_DJ_09.jpg"" target=""_blank"">this</a> reclusive and not so prolific author rocketed to a fame that he didn't particularly want"	J.D. Salinger
162	14390	2010-12-29	BABY TALK	$1200	For a rectangle, one is A=bh; or Similac, for example	formula
163	14391	2010-12-29	ISLAND NATIONS	$1600	It's where the mambo originated	Cuba
164	14392	2010-12-29	TV CHARACTERS	$1600	"On ""Cheers"" we saw only the feet of this character's wife Vera, & once we saw her pie-covered face"	Norm
165	14393	2010-12-29	FLY ME WITH BALLOONS	$1600	The first to cross the Atlantic in a hot air balloon were Per Lindstrand & this airline & record mogul	(Richard) Branson
166	14394	2010-12-29	MED. ABBREV.	$1600	Those with arthritis appreciate NSAIDs, the abbreviation for these drugs	non-steroid anti-inflammatory drugs
167	14395	2010-12-29	20th CENTURY FACES	$1600	"<a href=""http://www.j-archive.com/media/2010-12-29_DJ_14.jpg"" target=""_blank"">He</a> had a bitter clash of Stalin over the defense of the city of Tsaritsin; Stalin would have the last word"	Leon Trotsky
168	14396	2010-12-29	BABY TALK	$3,500	"One who brings peace, or this object that soothes baby, from the Latin for ""peace"""	a pacifier
169	14397	2010-12-29	ISLAND NATIONS	$2000	About 60 miles south of Sicily is this island nation that was formerly a British colony	Malta
170	14398	2010-12-29	TV CHARACTERS	$2000	An 8-foot bronze statue of this '50s TV character stands in front of NYC's Midtown Port Authority bus terminal	Ralph Kramden
171	14399	2010-12-29	FLY ME WITH BALLOONS	$2000	"The oddly shaped balloon seen <a href=""http://www.j-archive.com/media/2010-12-29_DJ_30.jpg"" target=""_blank"">here</a> was part of a collection belonging to this publisher who died in 1990"	Malcolm Forbes
172	14400	2010-12-29	MED. ABBREV.	$2000	"(<a href=""http://www.j-archive.com/media/2010-12-29_DJ_13.jpg"" target=""_blank"">Dr. Oz gives the clue</a>) Doctor slang can be confusing to patients, like ""cabbage"" for CABG, this operation done is case of atherosclerosis"	coronary artery bypass graft
173	14401	2010-12-29	20th CENTURY FACES	$2000	"Please appease me and name <a href=""http://www.j-archive.com/media/2010-12-29_DJ_15.jpg"" target=""_blank"">this</a> world leader seen here"	(Neville) Chamberlain
174	14402	2010-12-29	BABY TALK	$2000	"Your most fashionable clothes are your ""best"" this & ""tucker"""	bib
175	14403	2010-12-28	STATE CAPITALS	$200	The key on this capital's corporate seal represents it beit the key to the Rocky Mountain region	Denver
176	14404	2010-12-28	FROM PAGE TO SCREEN	$200	Max had a rumpus in this 2009 film based on Maurice Sendak's beloved children's classic	Where the Wild Things Are
177	14405	2010-12-28	MEASURING WHAT?	$200	An acre is a measure of this of the sea floor as well as dry land	area
178	14406	2010-12-28	SUPER COOPER	$200	"John Wayne accepted on his behalf when he won an Oscar for ""High Noon"""	Gary Cooper
179	14407	2010-12-28	WHERE'S THAT STATION?	$200	WWDC	Washington, D.C.
180	14408	2010-12-28	"""STOP"" & ""GO"""	$200	"It's called the ""peach of the tropics"""	a mango
181	14409	2010-12-28	STATE CAPITALS	$400	The official website of this capital city can be found at talgov.com	Tallahassee
182	14410	2010-12-28	FROM PAGE TO SCREEN	$400	Pasta falls from the sky in this 2009 animated film based on a kids' book by Ron & Judi Barrett	Cloudy With a Chance of Meatballs
183	14411	2010-12-28	MEASURING WHAT?	$400	Ahoy! A knot measures this	speed
184	14412	2010-12-28	SUPER COOPER	$400	"This actor, seen <a href=""http://www.j-archive.com/media/2010-12-28_J_24.jpg"" target=""_blank"">here</a> was part of <i>The A-Team</i>"	Bradley Cooper
185	14413	2010-12-28	WHERE'S THAT STATION?	$400	KLOS	Los Angeles
186	14414	2010-12-28	"""STOP"" & ""GO"""	$400	It's a brief appearance by a politician in a small town, traditionally on the rear platform of a train	a whistlestop
187	14415	2010-12-28	STATE CAPITALS	$600	"A sign in this Oregon capital marks the 45yh parallel ""half way between the Equator and the North Pole"""	Salem
188	14416	2010-12-28	FROM PAGE TO SCREEN	$600	This 2009 film about roller derby was based on a book by Shauna Cross	Whip It
189	14417	2010-12-28	MEASURING WHAT?	$600	A light year	distance
190	14418	2010-12-28	SUPER COOPER	$600	"This journalist's 2006 ""Memoir of War, Disasters, and Survival"" was called ""Dispatches from the Edge"""	Anderson Cooper
191	14419	2010-12-28	WHERE'S THAT STATION?	$600	KCKC	Kansas City
192	14420	2010-12-28	"""STOP"" & ""GO"""	$600	In captivity this bird is fed a diet containing carotenoid pigments to maintain the color of its plumage	a flamingo
193	14421	2010-12-28	STATE CAPITALS	$800	It began as a trading post called La Petite Roche to distinguish it from a high bluff farther upstream	Little Rock
194	14422	2010-12-28	FROM PAGE TO SCREEN	$800	Winston Groom's novel about a not-so-smart guy became this Oscar-winning 1994 film	Forrest Gump
195	14423	2010-12-28	MEASURING WHAT?	$800	An erg	work
196	14424	2010-12-28	SUPER COOPER	$800	In 1965 this one of the original 7 U.S. astronauts became the first person to make 2 orbital flights	Gordon Cooper
197	14425	2010-12-28	WHERE'S THAT STATION?	$800	KBOI	Boise
