	index	Air Date	Category	Value	Question	Answer
68	82183	2005-12-29	BON APPETIT	$400	"This ""dirty"" Cajun grain specialty is so-named because chopped poultry livers & gizzards are added for flavor"	dirty rice
69	82184	2005-12-29	"PLAY ""BOY"""	$400	To refuse to buy a company's products as a means of coercion	boycott
70	82185	2005-12-29	MAGAZINES	$400	In the 1980s a well-publicized ban on Playboy occured when this convenience store chain removed it	7-Eleven
71	82186	2005-12-29	NATIONAL GEOGRAPHIC	$600	This Northeast Asian country came into being in 1948 & 2 years later the U.S. helped fight for its survival	South Korea
72	82187	2005-12-29	PREMIERE	$600	On Dec. 14, 1961 this Spencer Tracy courtroom drama had its world premiere in Berlin	Judgement at Nuremberg
73	82188	2005-12-29	BETTER HOMES & GARDENS	$600	"""Fair Lane"" was the magnificent Dearborn estate of this tycoon & his family until the 1950s"	(Henry) Ford
74	82189	2005-12-29	BON APPETIT	$600	"From the French for ""jump"", it means to cook food quickly & lightly in a little butter or oil"	sauté
75	82190	2005-12-29	"PLAY ""BOY"""	$600	Still being published today, this adventure magazine for Boy Scouts debuted in 1911	Boys' Life
76	82191	2005-12-29	MAGAZINES	$600	Founded in 1846, this magazine with an urban/rural title covers tastes in fashion, travel & antiques	Town & Country
77	82192	2005-12-29	NATIONAL GEOGRAPHIC	$800	This Western Hemisphere nation of about 31 million has 10 provinces	Canada
78	82193	2005-12-29	PREMIERE	$800	When this 1974 comedy premiered at a California drive-in, all the guests had to ride in on horseback	Blazing Saddles
79	82194	2005-12-29	BETTER HOMES & GARDENS	$2,000	In 1947 he retired to a Beverly Hills mansion with longtime mistress Marion Davies	(William) Randolph Hearst
80	82195	2005-12-29	BON APPETIT	$800	Don't be insulted when you're served this type of Jamaican grilled meat, a blend of chiles and other spices	jerk
81	82196	2005-12-29	"PLAY ""BOY"""	$800	"Botanical bramble pictured <a href=""http://www.j-archive.com/media/2005-12-29_J_05.jpg"" target=""_blank"">here</a>"	boysenberry
82	82197	2005-12-29	MAGAZINES	$800	Eric Johnson's '57 Fender Strat made the cover of the September 2005 issue of this magazine	Guitar Player
83	82198	2005-12-29	NATIONAL GEOGRAPHIC	$1000	This West African country is semi-arid except for areas near its namesake river in the southwest	Niger
84	82199	2005-12-29	PREMIERE	$1000	Later to win multiple Oscars, this film premiered in November 1982 in New Delhi	Gandhi
85	82200	2005-12-29	BETTER HOMES & GARDENS	$1000	The former home of Speaker of the House James G. Blaine is now this state's governor's mansion	Maine
86	82201	2005-12-29	BON APPETIT	$1000	When making your special fruitcake for the holidays, be sure to add the Muscat or Thompson variety of these	raisins
87	82202	2005-12-29	"PLAY ""BOY"""	$1000	A class of the old Russian nobility ranking below the princes	the boyars
88	82203	2005-12-29	MAGAZINES	$1000	Ray Bradbury & Ogden Nash were among the non-food writers featured in this magazine founded in 1941	Gourmet
89	82204	2005-12-29	MATH & SCIENCE	$400	His experiments in the mid-1660s showed that the colors produced by a prism were due to different refraction rates	Newton
90	82205	2005-12-29	TV DRAMA MAMAS	$400	In Season 1 of this series, Tony's mom Livia put a hit out on him; nice, huh?	The Sopranos
91	82206	2005-12-29	ROBERT LOUIS STEVENSON	$400	Stevenson had a dream about this character being pressed in a cabinet, drinking a drug & becoming another person	Dr. Jekyll
92	82207	2005-12-29	MUSICAL INSTRUMENTS	$400	This small 4-stringed instrument comes from the machete, a guitar immigrants brought to Hawaii	the ukulele
93	82208	2005-12-29	NOT A BRITISH PRIME MINISTER	$400	Churchill, Chandler, Chamberlain	Chandler
94	82209	2005-12-29	BEFORE & AFTER	$400	"""Boss"" Tweed's politically corrupt society that had a No. 1 hit with ""Kiss on my List"""	Tammany Hall & Oates
95	82210	2005-12-29	MATH & SCIENCE	$800	Often occurring in oily rags or hay, it's the self-burning of materials due to chemical changes	spontaneous combustion
96	82211	2005-12-29	TV DRAMA MAMAS	$800	"This actress balances the duties of mom, wife & U.S. president on ""Commander in Chief"""	Geena Davis
97	82212	2005-12-29	ROBERT LOUIS STEVENSON	$800	"Stevenson wrote that one of these should ""always say what's true and speak when he is spoken to"""	a child
98	82213	2005-12-29	MUSICAL INSTRUMENTS	$800	Before taking up the trumpet, Louis Armstrong specialized in this trumpet relative	the cornet
99	82214	2005-12-29	NOT A BRITISH PRIME MINISTER	$800	Heath, Buckingham, Eden	Buckingham
100	82215	2005-12-29	BEFORE & AFTER	$800	"Choreographer of ""Appalachian Spring"" who teamed up with Crosby & Stills"	Martha Graham Nash
101	82216	2005-12-29	MATH & SCIENCE	$1200	The photosphere, the visible surface of this, is actually the innermost layer of its atmosphere	the Sun
102	82217	2005-12-29	ROBERT LOUIS STEVENSON	$2,000	"When Stevenson wrote this tale in 1881, it was called ""The Sea-Cook"""	Treasure Island
103	82218	2005-12-29	MUSICAL INSTRUMENTS	$1200	"(<a href=""http://www.j-archive.com/media/2005-12-29_DJ_05.jpg"" target=""_blank"">Sarah of the Clue Crew holds a stringed musical instrument with a triangular body in Russia.</a>)  In a Russian marketplace, you can get a good deal on this item that's mentioned in ""Back In The U.S.S.R."""	a balalaika
104	82219	2005-12-29	NOT A BRITISH PRIME MINISTER	$1200	Balmoral, Bentinck, Baldwin	Balmoral
105	82220	2005-12-29	BEFORE & AFTER	$1200	"""Bronco Buster"" sculptor who was a TV detective played by Pierce Brosnan"	Frederic Remington Steele
106	82221	2005-12-29	MATH & SCIENCE	$1600	"(<a href=""http://www.j-archive.com/media/2005-12-29_DJ_13.jpg"" target=""_blank"">Jon of the Clue Crew shows a % sign on a video monitor as it changes to have one more 0 in the denominator.</a>)  You know percent, but how about this similar term that indicates parts in 1,000"	per mil
107	82222	2005-12-29	ROBERT LOUIS STEVENSON	$1600	Stevenson gave an address to the chiefs on the opening of the Road of Gratitude in what's now this island country	Samoa
108	82223	2005-12-29	MUSICAL INSTRUMENTS	$2,800	This instrument of tuned wooden bars is a Central American xylophone that originated in Africa	a marimba
109	82224	2005-12-29	NOT A BRITISH PRIME MINISTER	$1600	Peal, Palmerston, Pecket	Pecket
110	82225	2005-12-29	BEFORE & AFTER	$1600	"Noted designer of bridal elegance who hit the pop charts with ""Everybody Have Fun Tonight"""	Vera Wang Chung
111	82226	2005-12-29	MATH & SCIENCE	$2000	"The name of this force that can compel an object to move in a circular path is from the Latin for ""seek the center"""	centripetal force
112	82227	2005-12-29	ROBERT LOUIS STEVENSON	$2000	Stevenson's mother's maiden name, Balfour, was also the last name of the young hero of this novel	Kidnapped
113	82228	2005-12-29	MUSICAL INSTRUMENTS	$2000	This type of accordion has hexagonal or octagonal ends & button keys	a concertina
114	82229	2005-12-29	NOT A BRITISH PRIME MINISTER	$2000	MacMillan, MacDonald, McHenry	McHenry
115	82230	2005-12-29	BEFORE & AFTER	$2000	Wild-haired boxing promoter who's the world's largest venomous snake	Don King Cobra
116	82231	2005-12-28	LET'S LEARN LATVIAN	$200	"(<a href=""http://www.j-archive.com/media/2005-12-28_J_04.jpg"" target=""_blank"">Jon of the Clue Crew holds up a pretty necklace in a shop in Riga, Latvia.</a>)  At many Latvian markets, you can find jewelry made from dzintars, <a href=""http://www.j-archive.com/media/2005-12-28_J_04a.jpg"" target=""_blank"">this</a> translucent fossil resin that's plentiful here"	amber
117	82232	2005-12-28	ENTERTAINMENT AWARDS	$200	"In 1996 ""You Don't Know"" this was named Video Game of the Year by the Digital Hollywood Awards"	Jack
118	82233	2005-12-28	GET YOUR GROUP TOGETHER	$200	This secret state police force was first established in Prussia in 1933 & later became an arm of the SS	the Gestapo
119	82234	2005-12-28	OBSTACLES	$200	In Indianapolis v. Edmond, the Supreme Court said cops may not set these up mainly to look for drugs in cars	a roadblock
120	82235	2005-12-28	"GOING ""KNOT""S!"	$200	To marry	to tie the knot
121	82236	2005-12-28	FIX THE PROVERB	$200	Phoenician, wheel thy shelf!	Physician, heal thyself!
122	82237	2005-12-28	LET'S LEARN LATVIAN	$400	Unlike English, Latvian has 1 word for the day before yesterday, aizvakar, & 1 word for this, parit	the day after tomorrow
123	82238	2005-12-28	ENTERTAINMENT AWARDS	$400	"Also an Oscar winner, he's won 4 Grammys for comedy albums, including one for ""Reality... What a Concept"""	Robin Williams
124	82239	2005-12-28	GET YOUR GROUP TOGETHER	$400	"The conversion of the American Indians was mostly done by the Franciscans & these ""Black Robes"" founded in 1534"	the Jesuits
125	82240	2005-12-28	OBSTACLES	$400	An obstacle that you jump over metaphorically to attain a goal, or what Felix Sanchez jumps over for real	a hurdle
126	82241	2005-12-28	"GOING ""KNOT""S!"	$400	Ted Shackelford played Gary Ewing on this long-running spin-off	Knots Landing
127	82242	2005-12-28	FIX THE PROVERB	$400	Cloves bake the ham	Clothes make the man
128	82243	2005-12-28	LET'S LEARN LATVIAN	$600	Kino is this place where you might take a date on a Saturday night	cinema
129	82244	2005-12-28	ENTERTAINMENT AWARDS	$600	"In 2003 this ""Monk"" star became the first actor to win an Emmy for a USA Network original show"	Tony Shalhoub
130	82245	2005-12-28	GET YOUR GROUP TOGETHER	$600	"This group's musical ""ballad"" begins, ""Fighting soldiers from the sky, fearless men who jump and die"""	the Green Berets
131	82246	2005-12-28	OBSTACLES	$600	Boca Raton's Royal Palm made Forbes' 2004 list of the most expensive of these entry-restricting communities	a gated community
132	82247	2005-12-28	"GOING ""KNOT""S!"	$600	When this knot widely used for tying packages is mis-tied, it is called a granny knot	a square knot
133	82248	2005-12-28	FIX THE PROVERB	$600	One mind's moat is another mind's prison	One man's meat is another man's poison
134	82249	2005-12-28	LET'S LEARN LATVIAN	$800	"Es nesaprotu, ""I don't speak"" Latviski, ""Latvian"" or Krieviski, this other language common in Latvia"	Russian
135	82250	2005-12-28	ENTERTAINMENT AWARDS	$800	"Martin Crane on ""Frasier"", he won a 1986 Tony for featured actor in a drama for ""The House of Blue Leaves"""	(John) Mahoney
136	82251	2005-12-28	GET YOUR GROUP TOGETHER	$800	Visigoth King Alaric II was killed in the 507 Battle of Vouille against Clovis I, King of this group	Franks
137	82252	2005-12-28	OBSTACLES	$800	"When this word follows ""pot"" to describe a type of poker, it means you can bet up to the amount in the pot"	limit
138	82253	2005-12-28	"GOING ""KNOT""S!"	$800	This evergreen wood is often used for paneling & furniture	knotty pine
139	82254	2005-12-28	FIX THE PROVERB	$800	Hype for the beast but repair for the west	Hope for the best but prepare for the worst
140	82255	2005-12-28	LET'S LEARN LATVIAN	$1000	"Oddly, this English word for corn that's from Spanish & Arawak is spelled like the Latvian word for ""bread"""	maize
141	82256	2005-12-28	ENTERTAINMENT AWARDS	$1000	"(<a href=""http://www.j-archive.com/media/2005-12-28_J_25.jpg"" target=""_blank"">Former NAACP president Kweisi Mfume reads the clue.</a>)  The NAACP's Image Awards were founded during a meeting at the home of this member of Hollywood's Rat Pack"	Sammy Davis, Jr.
142	82257	2005-12-28	GET YOUR GROUP TOGETHER	$1,000	In the 500s B.C. the 3 main groups in Rome were the Sabines, the Etruscans & these, who left us a language	the Latins
143	82258	2005-12-28	OBSTACLES	$1000	"Part 5 of ""Les Miserables"" begins with a description of these Revolutionary barriers in the streets of Paris"	barricades
144	82259	2005-12-28	"GOING ""KNOT""S!"	$1000	In Greek myth it was the King of Phrygia & father of Midas who tied this knot that no one could untie	the Gordian knot
145	82260	2005-12-28	FIX THE PROVERB	$1000	Tomb & toad wait for no moon	Time and tide wait for no man
146	82261	2005-12-28	ARCHITECTURE	$400	Palladio used a temple facade for these Italian country houses, like the rotunda one of around 1560	villas
147	82262	2005-12-28	MOVIE QUOTES	$400	"(1964) Peter Sellers: ""Gentlemen, you can't fight in here!  This is the War Room!"""	Dr. Strangelove (or: How I Learned to Stop Worrying and Love the Bomb)
148	82263	2005-12-28	CLEVELAND ROCKS!	$400	The original theme song to this TV sitcom set in Cleveland mentioned the nearby towns of Parma & Solon	The Drew Carey Show
149	82264	2005-12-28	HAIR TODAY	$400	Sporting a squash-blossom hairdo (think a Princess Leia look) means a Hopi Indian woman is this	single
150	82265	2005-12-28	"""GON"" TOMORROW"	$400	It can be the basket below a hot-air balloon or a flat-bottomed boat used on a canal	a gondola
151	82266	2005-12-28	ARCHITECTURE	$800	"The house seen <a href=""http://www.j-archive.com/media/2005-12-28_DJ_10.jpg"" target=""_blank"">here</a> is by Adolf Loos, who hated this, a word related to adorn, & wrote an essay against it"	ornament
152	82267	2005-12-28	MOVIE QUOTES	$800	"(1984) Pat Morita: ""Wax on, right hand, wax off, left hand"""	The Karate Kid
153	82268	2005-12-28	CLEVELAND ROCKS!	$800	Ohio's largest newspaper, it's been providing the news for Cleveland residents since 1842	The Plain Dealer
154	82269	2005-12-28	HAIR TODAY	$800	"It's the ""tantalizing"" synonym for backcoming hair to increase fullness"	to tease
155	82270	2005-12-28	"""GON"" TOMORROW"	$800	Mathematics branch dealing with the angles & functions of triangles	trigonometry
156	82271	2005-12-28	ARCHITECTURE	$1,200	With help from feng shui, Norman Foster reinvented the office tower with a 1980s building in this then-colony	Hong Kong
157	82272	2005-12-28	MOVIE QUOTES	$1200	"(1976) Laurence Olivier: ""Is it safe?"""	Marathon Man
158	82273	2005-12-28	AMERICAN WOMEN	$2,000	Babette was the middle name of this American woman who moved to France in 1907	Alice B. Toklas
159	82274	2005-12-28	CLEVELAND ROCKS!	$1200	Kim Deal, Faith Hill & Vanilla Ice have been spotted at this attraction on the shores of Lake Erie	the Rock & Roll Hall of Fame
160	82275	2005-12-28	HAIR TODAY	$1200	When someone speaks about a Fu Manchu, he's usually referring to this hairy feature	a mustache
161	82276	2005-12-28	"""GON"" TOMORROW"	$1200	This East Coast Native American language was used by both the Blackfoot & the Cheyenne	Algonquin
162	82277	2005-12-28	ARCHITECTURE	$1600	"This medieval style exemplified <a href=""http://www.j-archive.com/media/2005-12-28_DJ_18.jpg"" target=""_blank"">here</a> was weightier than Gothic, which followed it"	Romanesque
163	82278	2005-12-28	MOVIE QUOTES	$1600	"(1995) Alicia Silverstone: ""As if!"""	Clueless
164	82279	2005-12-28	CLEVELAND ROCKS!	$1600	The opening of this in 1959 made Cleveland an international seaport	the St. Lawrence Seaway
165	82280	2005-12-28	HAIR TODAY	$1600	"The hairs on this part of a fly contain a majority of its ""taste buds"""	its legs
166	82281	2005-12-28	"""GON"" TOMORROW"	$1600	This aromatic herb used in cooking bears clusters of small green & white flowers	tarragon
167	82282	2005-12-28	ARCHITECTURE	$2000	Known for the Jewish Museum in Berlin, in 2003 he got the job of redesigning the World Trade Center site	Daniel Libeskind
168	82283	2005-12-28	MOVIE QUOTES	$2000	"(1987) Patrick Swayze: ""Nobody puts Baby in a corner"""	Dirty Dancing
169	82284	2005-12-28	CLEVELAND ROCKS!	$2000	In 1967 voters elected him Cleveland mayor, making him the first black mayor of a major U.S. city	Carl Stokes
170	82285	2005-12-28	HAIR TODAY	$2000	There's very little hair on an adult elephant; the longest & thickest are the eyelashes & those found on this	the tip of the tail
171	82286	2005-12-28	"""GON"" TOMORROW"	$2000	"The delightful stylings of this Rococo master are seen <a href=""http://www.j-archive.com/media/2005-12-28_DJ_24.jpg"" target=""_blank"">here</a>"	Fragonard
172	82287	2005-12-27	THE EARLY 1800s	$200	A voltaic cellphone would use a type of this invented by Alessandro Volta in 1800	a battery
173	82288	2005-12-27	LOVE, HOLLYWOOD STYLE	$200	"In 2005 the press dubbed this couple ""Tomkat"""	Tom Cruise & Katie Holmes
174	82289	2005-12-27	A CAPITAL QUICKIE	$200	In Europe: Bern	Switzerland
175	82290	2005-12-27	YOU'RE TOYING WITH ME!	$200	The Doh-Doh Island Playset comes with kooky tiki characters, a plastic volcano &, of course, cans of this compound	Play-Doh
176	82291	2005-12-27	FOOD FOR THOUGHT	$200	The Postal Service says not to mail meat from this animal to soldiers in Iraq	pig
177	82292	2005-12-27	"SEE ""EO""s"	$200	A single brief appearance by a famous actor in a movie	cameo
178	82293	2005-12-27	THE EARLY 1800s	$400	As Chief Justice he wrote the decision in Marbury v. Madison	John Marshall
179	82294	2005-12-27	LOVE, HOLLYWOOD STYLE	$400	Despite a 24-karat diamond ring, this celebutante called off her engagement to Greek shipping heir Paris Latsis	Paris Hilton
180	82295	2005-12-27	A CAPITAL QUICKIE	$400	In South America: Montevideo	Uruguay
181	82296	2005-12-27	YOU'RE TOYING WITH ME!	$400	In 1987 Mr. Potato Head gave up this accessory & became the spokespud for the Great American Smokeout	his pipe
182	82297	2005-12-27	FOOD FOR THOUGHT	$400	Peewee, large or jumbo, they should be refrigerated big end up & away from foods with odors	eggs
183	82298	2005-12-27	"SEE ""EO""s"	$400	A large Spanish sailing ship of the 17th & 18th centuries	galleon
184	82299	2005-12-27	THE EARLY 1800s	$600	He must have had a cow when Parliament gave him a grant of 10,000 pounds for his smallpox vaccination	(Edward) Jenner
185	82300	2005-12-27	LOVE, HOLLYWOOD STYLE	$600	After a whirlwind romance, country star Kenny Chesney wed this actress, who filed for an annulment after 4 months	Renée Zellweger
186	82301	2005-12-27	A CAPITAL QUICKIE	$600	In Asia: Colombo	Sri Lanka
187	82302	2005-12-27	YOU'RE TOYING WITH ME!	$600	"This ""Toy Story"" action figure has a special vehicle that he can drive ""on any type of planet"" (does NASA know about this?)"	Buzz Lightyear
188	82303	2005-12-27	FOOD FOR THOUGHT	$600	These seeds are crushed to a paste & mixed with sugar, verjuice & white wine by the people of Dijon	mustard seeds
189	82304	2005-12-27	"SEE ""EO""s"	$600	A dark underground prison cell in a castle	dungeon
190	82305	2005-12-27	THE EARLY 1800s	$800	In 1803 this erotic author was incarcerated for the last time in the Charenton Asylum	the Marquis de Sade
191	82306	2005-12-27	LOVE, HOLLYWOOD STYLE	$800	"In July 2005 Sandra Bullock wed this outlaw from ""Monster Garage"""	Jesse James
192	82307	2005-12-27	A CAPITAL QUICKIE	$800	In Europe: Zagreb	Croatia
193	82308	2005-12-27	YOU'RE TOYING WITH ME!	$800	In 2005 collectors of this doll snapped up the Carolina Herrera bride version for a mere $139.95	Barbie
194	82309	2005-12-27	FOOD FOR THOUGHT	$800	This corn oil brand was first sold in 1911 in a can with a drawing of a corn cob forming the body of an Indian girl	Mazola
195	82310	2005-12-27	"SEE ""EO""s"	$800	A Louisianan descended from the early French settlers, or the language he speaks	Creole
196	82311	2005-12-27	THE EARLY 1800s	$1,200	The Earl of this began shipping some of the marble work from the Parthenon back to England	Elgin
