	index	Air Date	Category	Value	Question	Answer
39	54949	2007-12-31	APPROXIMATE WEIGHTS & MEASURES	$800	A bunch of honeybees on the move	a swarm
40	54950	2007-12-31	ASSASSIN & VICTIM	$800	James Earl Ray (1968)	Martin Luther King Junior
41	54951	2007-12-31	"UNDER THE ""C"""	$800	It's the South American national capital city that fits the category	Caracas
42	54952	2007-12-31	PATRONS OF THE ARTS	$500	In 1603 Shakespeare's company, the Lord Chamberlain's Men, switched to royal patronage & to this name	the King's Men
43	54953	2007-12-31	THE BLUES	$1200	"""Beverly Hills Buntz"" was a spin-off of this cop show"	Hill Street Blues
44	54954	2007-12-31	GREAT ALEXANDERS	$1200	"In 1990 Russia restored citizenship to this Nobel Prize-winning author of ""Cancer Ward"""	Aleksandr Solzhenitsyn
45	54955	2007-12-31	APPROXIMATE WEIGHTS & MEASURES	$1200	"(<a href=""http://www.j-archive.com/media/2007-12-31_DJ_22.wmv"">Sarah of the Clue Crew begins a dare cocktail.</a>)  Two of the smallest bartender measures are these 2 that rhyme--one for a pure flavoring like Tobasco & one for liquid like soda"	dash & splash
46	54956	2007-12-31	ASSASSIN & VICTIM	$1200	Leon Czolgosz (1901)	McKinley
47	54957	2007-12-31	"UNDER THE ""C"""	$1200	Cheese is this part of milk separated from the whey	the curd
48	54958	2007-12-31	PATRONS OF THE ARTS	$1600	Luciano of this colors-ful Italian clothing company is a noted arts patron through a center called Fabrica	Benetton
49	54959	2007-12-31	THE BLUES	$1600	"To join this troupe seen <a href=""http://www.j-archive.com/media/2007-12-31_DJ_28.wmv"">here</a>, you have to have percussion & acting skills--& be able to let your ego go!"	the Blue Man Group
50	54960	2007-12-31	GREAT ALEXANDERS	$1600	He took a break in his military career to become Nixon's Chief of Staff	(Alexander) Haig
51	54961	2007-12-31	APPROXIMATE WEIGHTS & MEASURES	$1600	"This synonym for ""killed"" also means a large quantity"	a slew
52	54962	2007-12-31	ASSASSIN & VICTIM	$1600	Yigal Amir (1995)	Yitzhak Rabin
53	54963	2007-12-31	"UNDER THE ""C"""	$1600	We're climbing past 10,000 feet on our way to this, the flight level we'll maintain en route, 35,000 feet	the cruising altitude
54	54964	2007-12-31	PATRONS OF THE ARTS	$2000	"As well as the Sistine Chapel, named for Sixtus, Pope Paul III got Michelangelo to fresco <a href=""http://www.j-archive.com/media/2007-12-31_DJ_30.jpg"" target=""_blank"">this</a> chapel, named for himself"	the Pauline Chapel
55	54965	2007-12-31	THE BLUES	$2000	"As temptress Lola Frohlich, she sang ""Falling In Love Again"" in the 1930 film ""The Blue Angel"""	Marlene Dietrich
56	54966	2007-12-31	GREAT ALEXANDERS	$2000	"Once an artist for the National Police Gazette, he really got moving with his ""mobile"" sculptures"	Calder
57	54967	2007-12-31	APPROXIMATE WEIGHTS & MEASURES	$2000	"This French word for a slight trace, as of a particular flavor, means ""suspicion"""	soupçon
58	54968	2007-12-31	ASSASSIN & VICTIM	$3,000	Nathuram Godse (1948)	Mohandas Gandhi
59	54969	2007-12-31	"UNDER THE ""C"""	$2000	Found in South Africa in 1905, this 3,106-carat diamond went to Amsterdam for cutting	the Cullinan
60	54970	2007-12-28	ASIAN COUNTRIES	$200	The DMZ between these 2 Asian nations extends 1.2 miles on each side of the 38th parallel	North & South Korea
61	54971	2007-12-28	ON BROADWAY	$200	"2 snuggly, cute characters in ""Avenue Q"" aren't called the ""Bad News"" these but the ""Bad Idea"" these"	Bears
62	54972	2007-12-28	MULTIPLE CHOICE	$200	Of Constellation, Consternation or Constitution, the one that has never been the name of a U.S. Navy ship	Consternation
63	54973	2007-12-28	WHAT A REVOLTIN' DEVELOPMENT!	$200	"In 1921 coal miners in this ""Mountain State"" took up arms & tried to force unionization in its southwest part"	West Virginia
64	54974	2007-12-28	TRANSPORTATION	$200	In 1904 C.H. Lang of Chicago opened the first dealership devoted to this Milwaukee-based motorcycle co.	Harley-Davidson
65	54975	2007-12-28	3-LETTER THE BETTER	$200	A fixed, benchlike seat in a church	a pew
66	54976	2007-12-28	ASIAN COUNTRIES	$400	The world's largest blue coral reef is one of the natural treasures of this country's Ishigaki Island	Japan
67	54977	2007-12-28	ON BROADWAY	$400	Many of this Jonathan Larson musical's famous fans have gone backstage to add their names to a long graffiti wall	Rent
68	54978	2007-12-28	MULTIPLE CHOICE	$400	Of a bird, a nerd or an herb, it's what a larkspur is	an herb
69	54979	2007-12-28	WHAT A REVOLTIN' DEVELOPMENT!	$400	In 1831 this Messianic preacher led a slave revolt that cut a bloody swath across Virginia	Nat Turner
70	54980	2007-12-28	TRANSPORTATION	$400	The Baltimore clippers of the late 18th & early 19th centuries were first built at shipyards on this bay	Chesapeake Bay
71	54981	2007-12-28	3-LETTER THE BETTER	$400	"""Meaty"" actor who chews the scenery"	a ham
72	54982	2007-12-28	ASIAN COUNTRIES	$600	In November 1976 the U.S. vetoed this reunited country's admission to the U.N.	Vietnam
73	54983	2007-12-28	ON BROADWAY	$600	"In 2007 Fantasia of ""American Idol"" took over the role of Celie in the musical based on this Alice Walker novel"	The Color Purple
74	54984	2007-12-28	MULTIPLE CHOICE	$600	"Of France, Italy or Russia, the one whose national anthem begins, ""Arise children of the fatherland"""	France
75	54985	2007-12-28	WHAT A REVOLTIN' DEVELOPMENT!	$600	In the 1790s Toussaint L'Ouverture led a slave revolt that led to this Caribbean nation's independence	Haiti
76	54986	2007-12-28	TRANSPORTATION	$600	7-letter term for a place to plunk down your whirlybird, as on the top of an office building	a helipad
77	54987	2007-12-28	3-LETTER THE BETTER	$600	Large deer of northern Europe & America	an elk
78	54988	2007-12-28	ASIAN COUNTRIES	$800	"Its natives call it Zhongguo, ""central country"""	China
79	54989	2007-12-28	ON BROADWAY	$800	"""Spring Awakening"" is an alt-rock musical based on an 1891 play that Frank Wedekind originally wrote in this language"	German
80	54990	2007-12-28	MULTIPLE CHOICE	$800	Of Gunga Din, Paladin or Aladdin, the one who was a nobleman in Charlemagne's court	Paladin
81	54991	2007-12-28	WHAT A REVOLTIN' DEVELOPMENT!	$800	This 1794 insurrection in Western Penn. was caused by farmers who refused to pay the taxes on their corn liquor	the Whiskey Rebellion
82	54992	2007-12-28	TRANSPORTATION	$800	In 1956, using a lawn-mower engine & metal tubing, Art Ingels built the first one of these	a go-kart
83	54993	2007-12-28	3-LETTER THE BETTER	$800	To cry uncontrollably	to sob
84	54994	2007-12-28	ASIAN COUNTRIES	$1000	"The former Asian monarch seen <a href=""http://www.j-archive.com/media/2007-12-28_J_16.jpg"" target=""_blank"">here</a> reigned in this country until 2004, when he turned the throne over to his son"	Cambodia
85	54995	2007-12-28	ON BROADWAY	$1000	Huey Lewis, Harry Hamlin & George Hamilton have all been tapped to play tap-dancing lawyer Billy Flynn in this musical	Chicago
86	54996	2007-12-28	MULTIPLE CHOICE	$1000	Of the U.S., Tonga or Canada, the one that never signed the Comprehensive Nuclear Test Ban Treaty	Tonga
87	54997	2007-12-28	WHAT A REVOLTIN' DEVELOPMENT!	$1000	"In 1839 this Italian soldier joined the failed revolt in southern Brazil in what was called the ""War of Tatters"""	Garibaldi
88	54998	2007-12-28	TRANSPORTATION	$1000	296 feet long to climb 189 feet, the USA's shortest & steepest of these still operates in Dubuque	a funicular
89	54999	2007-12-28	3-LETTER THE BETTER	$1000	To rob in a public place	to mug
90	55000	2007-12-28	MUSICAL INSTRUMENTS	$400	"(<a href=""http://www.j-archive.com/media/2007-12-28_DJ_01.wmv"">Jon of the Clue Crew blows a trombone.</a>)  Performing the same function as the valves on modern brass instruments, this moveable part of the trombone dates back to the 15th century"	the slide
91	55001	2007-12-28	TV MATH	$400	"Fred MacMurray's title ""Sons"" minus Paul Reiser's title ""Dads"""	1
92	55002	2007-12-28	IN LINE FOR BRITAIN'S THRONE	$400	Number One: This former pilot in the Royal Navy	Prince Charles
93	55003	2007-12-28	SHAKESPEARE'S CHARACTERS	$400	"""There's something in his soul o'er which his melancholy sits on brood"" is said of this title character"	Hamlet
94	55004	2007-12-28	IF YOU BUILD IT...	$400	This hotel & casino in Las Vegas is built in the style of the ancient pyramids	the Luxor
95	55005	2007-12-28	"THEY WILL ""UM"""	$400	Baseball referee	an umpire
96	55006	2007-12-28	MUSICAL INSTRUMENTS	$800	If you're a master with a glock, you could be an assassin or a player of this percussion instrument	the glockenspiel
97	55007	2007-12-28	TV MATH	$800	"Col. Steve Austin's title worth plus the amount of title days ""at a time"" for Bonnie Franklin"	6,000,001
98	55008	2007-12-28	IN LINE FOR BRITAIN'S THRONE	$800	Number 2: This 2005 graduate of the University of St. Andrews	William
99	55009	2007-12-28	SHAKESPEARE'S CHARACTERS	$800	Friar John gets quarantined, so he never delivers that really important letter that this Friar wrote to Romeo	Friar Lawrence
100	55010	2007-12-28	IF YOU BUILD IT...	$800	With loans from British investors, this 363-mile-long U.S. project was built from 1817 to 1825	the Erie Canal
101	55011	2007-12-28	"THEY WILL ""UM"""	$800	Your navel was attached to it	your umbilical cord
102	55012	2007-12-28	MUSICAL INSTRUMENTS	$1200	This part of a bagpipe that substitutes for your lungs shares its name with a device to force air onto a fire	a bellows
103	55013	2007-12-28	TV MATH	$1200	"John Ritter's sitcom ""Simple Rules for Dating My Teenage Daughter"" times John Ritter's sitcom ""Company"""	24
104	55014	2007-12-28	IN LINE FOR BRITAIN'S THRONE	$1200	Number 13: The Hon. Charles Armstrong-Jones, grandson of this princess	Princess Margaret
105	55015	2007-12-28	SHAKESPEARE'S CHARACTERS	$1200	"She's in Troy when she tells Pandarus, ""Go hang yourself, you naughty mocking uncle!"""	Cressida
106	55016	2007-12-28	IF YOU BUILD IT...	$1200	Exodus 25 recounts that God told the Hebrews to build this holy receptacle	the Ark (of the Covenant)
107	55017	2007-12-28	"THEY WILL ""UM"""	$1200	"If someone is rude to you, you might ""take"" this feeling of displeasure"	umbrage
108	55018	2007-12-28	MUSICAL INSTRUMENTS	$2,000	"Often played tilted, this instrument has a ""harmonic curve"" as the strings lengthen with each octave"	the harp
109	55019	2007-12-28	TV MATH	$3,000	"Careful: Tina Fey's title ""Rock"" minus Charlie Sheen's title ""Men"""	27 1/2
110	55020	2007-12-28	IN LINE FOR BRITAIN'S THRONE	$1600	Number 5: This princess, Fergie's first-born	Beatrice
111	55021	2007-12-28	SHAKESPEARE'S CHARACTERS	$1600	"This man boasts, ""he that knows better how to tame a shrew, now let him speak"""	Petruchio
112	55022	2007-12-28	IF YOU BUILD IT...	$1600	"From Italian for ""round"", it's a large & high circular hall in a building, usually surmounted by a dome"	a rotunda
113	55023	2007-12-28	"THEY WILL ""UM"""	$1600	The Tiber runs through this hilly Italian region	Umbria
114	55024	2007-12-28	MUSICAL INSTRUMENTS	$2000	A short sonata is a sonatina; a keyboardless accordionis this	a concertina
115	55025	2007-12-28	TV MATH	$2000	"Hawkeye's unit number in ""M*A*S*H"" plus John Lithgow's title rock ""from the Sun"""	4080
116	55026	2007-12-28	IN LINE FOR BRITAIN'S THRONE	$2000	Number 18: The Duke of this (a title once held by Richard III)	Gloucester
117	55027	2007-12-28	SHAKESPEARE'S CHARACTERS	$2000	"The appropriately named Servilius is a servant to this title guy ""of Athens"""	Timon
118	55028	2007-12-28	IF YOU BUILD IT...	$2000	This Canadian who built steamboats is even more famous for the brewery he built in Montreal in 1786	Molson
119	55029	2007-12-28	"THEY WILL ""UM"""	$2000	"The name of this diacritical symbol is from the German for ""sound change"""	an umlaut
120	55030	2007-12-27	WE ARE YOUNG	$200	"His mother's ""burning"" ambition helped make him Roman emperor at age 16 in 54 A.D."	Nero
121	55031	2007-12-27	HEARTACHE TO HEARTACHE	$200	"This novel ends, ""I'll think of some way to get him back. After all, tomorrow is another day"""	Gone with the Wind
122	55032	2007-12-27	WE STAND	$200	"The Western Lowland type of this animal is seen <a href=""http://www.j-archive.com/media/2007-12-27_J_11.jpg"" target=""_blank"">here</a> in the Congo trying to look like a tough guy"	a gorilla
123	55033	2007-12-27	NO PROMISES, NO DEMANDS	$200	"No promises: ""Not everyone responds to"" this McNeil-PPC hair-regrowth product"	Rogaine
124	55034	2007-12-27	"""LOVE"" IS A BATTLEFIELD"	$200	"In a Paul Anka song, they called it this ""animal"" term for temporary youthful infatuation"	puppy love
125	55035	2007-12-27	YEAH, IT WAS THE '80s	$200	"She told us ""Love Is A Battlefield"" & in 1980 went to No. 9 with ""Hit Me With Your Best Shot"""	Pat Benatar
126	55036	2007-12-27	WE ARE YOUNG	$400	This Scottish lass was only 5 when she was betrothed to the Dauphin of France (but they waited awhile to marry)	Mary (Queen of Scots)
127	55037	2007-12-27	HEARTACHE TO HEARTACHE	$400	County of residence of Francesca, who has just 4 days with hunky photographer Robert	Madison County
128	55038	2007-12-27	WE STAND	$400	"Seen <a href=""http://www.j-archive.com/media/2007-12-27_J_12.jpg"" target=""_blank"">here</a> trying to get a leg up on the competition, the gazelle-like <a href=""http://www.j-archive.com/media/2007-12-27_J_12a.jpg"" target=""_blank"">geranuk</a> is this type of animal"	an antelope
129	55039	2007-12-27	NO PROMISES, NO DEMANDS	$400	"No demands: Moving company Global Van Lines offers ""a free, no-obligation"" one of these"	a quote (or estimate)
130	55040	2007-12-27	"""LOVE"" IS A BATTLEFIELD"	$400	"Dear to the heart; Beethoven's was ""immortal"""	beloved
131	55041	2007-12-27	YEAH, IT WAS THE '80s	$400	"In 1984 his ""Let's Go Crazy"" said ""We are gathered here today 2 get through this thing called life"""	Prince
132	55042	2007-12-27	WE ARE YOUNG	$600	"As a boy in ancient China, this sage was known as Ch'iu, meaning ""hill"", because of his protuberant forehead"	Confucius
133	55043	2007-12-27	HEARTACHE TO HEARTACHE	$600	Rough wedding day! This title gal finds not only is her fiance still married, the lady is kept in an attic at Thornfield Hall	Jane Eyre
134	55044	2007-12-27	WE STAND	$600	"The <a href=""http://www.j-archive.com/media/2007-12-27_J_13.jpg"" target=""_blank"">stoat</a>, also called this, is a type of weasel, & in wintertime is known for its white coat"	an ermine
135	55045	2007-12-27	NO PROMISES, NO DEMANDS	$600	"No promises: Investment cos. often remind us this alliterative phrase ""is no guarantee of future results"""	past performance
136	55046	2007-12-27	"""LOVE"" IS A BATTLEFIELD"	$600	Ann Landers was a big supporter of this program for parents who want to control their teenagers	ToughLove
137	55047	2007-12-27	YEAH, IT WAS THE '80s	$600	"""Well, I talk about it, talk about it, talk about it, talk about it""; Lipps, Inc. asked, ""Won't you take me to"" here"	Funkytown
138	55048	2007-12-27	WE ARE YOUNG	$1,500	James Monroe's studies at this college were interrupted when he left to fight in the Revolutionary War	William & Mary
139	55049	2007-12-27	HEARTACHE TO HEARTACHE	$800	Honor & friendship prevent this 1897 title guy from declaring his love for Roxane; rhinoplasty might have helped, too	Cyrano de Bergerac
140	55050	2007-12-27	WE STAND	$800	"Timon would help you with the name of <a href=""http://www.j-archive.com/media/2007-12-27_J_14.jpg"" target=""_blank"">this</a> animal"	meerkat
141	55051	2007-12-27	NO PROMISES, NO DEMANDS	$800	No demands: You don't have to use the MPAA's these; you can put your film out with a Q, 3 triangles or nothing	ratings
142	55052	2007-12-27	"""LOVE"" IS A BATTLEFIELD"	$800	"Aow, ""wouldn't it be"" this word in a ""My Fair Lady"" song title"	loverly
143	55053	2007-12-27	YEAH, IT WAS THE '80s	$800	"In 1981 Sheena Easton sang, ""My baby takes"" this, ""he works from 9 till 5 & then he takes another home again"""	the morning train
144	55054	2007-12-27	WE ARE YOUNG	$1000	"He was a teenage cabin boy in the 1790s but soon realized that ""bird artist"" had more prestige than ""cabin boy"""	Audubon
145	55055	2007-12-27	HEARTACHE TO HEARTACHE	$1000	This 1831 title guy with notoriously bad posture finds his love rejected in favor of a soldier's	the Hunchback of Notre Dame (Quasimodo)
146	55056	2007-12-27	WE STAND	$1000	"Seen <a href=""http://www.j-archive.com/media/2007-12-27_J_15.jpg"" target=""_blank"">here</a> is a vero sifaka, this type of animal, prancing in its native Madagascar"	a lemur
147	55057	2007-12-27	NO PROMISES, NO DEMANDS	$1000	No promises: If a house is sold on this 2-short-word basis, the seller still has to disclose problems, but not fix them	as is
148	55058	2007-12-27	"""LOVE"" IS A BATTLEFIELD"	$1000	"Spritely shore-dweller seen <a href=""http://www.j-archive.com/media/2007-12-27_J_10.jpg"" target=""_blank"">here</a>"	a plover
149	55059	2007-12-27	YEAH, IT WAS THE '80s	$1000	"The Greg Kihn Band was singin' our song, crooning, ""Our love's in"" this, ""baby"""	jeopardy
150	55060	2007-12-27	THE JIMMY CARTER LIBRARY & MUSEUM	$400	"(<a href=""http://www.j-archive.com/media/2007-12-27_DJ_26.jpg"" target=""_blank"">Jon of the Clue Crew checks in from the Jimmy Carter Library in Atlanta, GA.</a>)  ""ILYTG"", ""I love you the goodest"" is a favorite Carter Family inscription, and Jimmy gave <a href=""http://www.j-archive.com/media/2007-12-27_DJ_26a.jpg"" target=""_blank"">this compact</a> to this woman for Christmas in 1945"	Rosalynn Carter
151	55061	2007-12-27	ROLE IN COMMON	$400	Adam West & Michael Keaton	Batman
152	55062	2007-12-27	ART ON EXHIBIT	$400	2 topless statues were covered up by John Ashcroft when he served at this government department	the Department of Justice
153	55063	2007-12-27	CONGRESSIONAL BEFORE & AFTER	$400	The current California senator who led the Righteous & Harmonious Fists uprising in Asia	Barbara Boxer Rebellion
154	55064	2007-12-27	AROUND THE WORLD	$400	An African country named for this line is actually one degree north of it	the equator
155	55065	2007-12-27	"""N"" GAME"	$400	Christmas in Calais or Cannes	noël
156	55066	2007-12-27	THE JIMMY CARTER LIBRARY & MUSEUM	$800	The library has an invitation to Carter's inaugural ball as Georgia governor in this decade	the 1970s
157	55067	2007-12-27	ROLE IN COMMON	$800	Peter Sellers & Steve Martin	Inspector Clouseau
158	55068	2007-12-27	ART ON EXHIBIT	$800	Born Emmanuel Radnitzky, this U.S. photographer made nude portraits of Kiki de Montparnasse in the 1920s	Man Ray
159	55069	2007-12-27	CONGRESSIONAL BEFORE & AFTER	$800	The North Carolina senator grown in Hawaii by one company since 1851	Elizabeth Dole Pineapple
160	55070	2007-12-27	AROUND THE WORLD	$800	Europe's Jostedal glacier has shrunk so much, you can see farms destroyed in the 1700s ice age in this country	Norway
161	55071	2007-12-27	"""N"" GAME"	$800	"In a song from the film ""The Jungle Book"", these are ""bare"""	necessities
162	55072	2007-12-27	THE JIMMY CARTER LIBRARY & MUSEUM	$4,500	"(<a href=""http://www.j-archive.com/media/2007-12-27_DJ_28.jpg"" target=""_blank"">Cheryl of the Clue Crew checks in from the Jimmy Carter Library in Atlanta, GA.</a>)  A fine example of Suzhou embroidery, <a href=""http://www.j-archive.com/media/2007-12-27_DJ_28a.jpg"" target=""_blank"">""Kitten Playing with Mantis""</a>, was a gift to President Carter from this Chinese Leader in 1979"	Teng Hsiao-P'ing
163	55073	2007-12-27	ROLE IN COMMON	$1200	Errol Flynn & Kevin Costner	Robin Hood
164	55074	2007-12-27	ART ON EXHIBIT	$1200	Saucy performance artist Karen Finley sued this government agency in the 1990s over restrictive funding	the NEA (National Endowment for the Arts)
165	55075	2007-12-27	CONGRESSIONAL BEFORE & AFTER	$1200	To make a great hamburger, you process the meat between the neck & shoulder of a maverick Nebraska senator	ground Chuck Hagel
166	55076	2007-12-27	AROUND THE WORLD	$1200	In 1943 the Paricutin volcano in this country grew in a cornfield to be more than 1,100 feet tall	Mexico
167	55077	2007-12-27	"""N"" GAME"	$1200	"This 2-word Latin term means ""it does not follow""; hey, what's for lunch?"	non sequitur
168	55078	2007-12-27	THE JIMMY CARTER LIBRARY & MUSEUM	$1600	"The ""buck stops here"" desk sign on Carter's oval office desk was a gift from this presidential daughter"	Magaret Truman
169	55079	2007-12-27	ROLE IN COMMON	$1600	Robert Conrad & Will Smith	James West
170	55080	2007-12-27	ART ON EXHIBIT	$1600	"This late photographer seen <a href=""http://www.j-archive.com/media/2007-12-27_DJ_19.jpg"" target=""_blank"">here</a> in a clothed self-portrait is also famous for expressive nudes"	(Robert) Mapplethorpe
171	55081	2007-12-27	CONGRESSIONAL BEFORE & AFTER	$1600	The late, long-serving Florida Democrat who can temporarily blind you with a nonlethal gas	Claude Pepper spray
172	55082	2007-12-27	AROUND THE WORLD	$1600	This African natl. park HQed at seronera first got elephants 30 years ago, pushed in by encroaching humans	Serengeti
173	55083	2007-12-27	"""N"" GAME"	$1600	"Now entering the ""ring"", this title Wagnerian group of evil gold hoarders"	the Nibelung
174	55084	2007-12-27	THE JIMMY CARTER LIBRARY & MUSEUM	$2000	"(<a href=""http://www.j-archive.com/media/2007-12-27_DJ_30.jpg"" target=""_blank"">Jon of the Clue Crew checks in from the Jimmy Carter Library in Atlanta, GA.</a>)  I'm in a replica of the Oval Office, from which on July 15, 1979, Carter gave a <a href=""http://www.j-archive.com/media/2007-12-27_DJ_30a.jpg"" target=""_blank"">major speech</a> on the American mood, warning of a crisis of this"	confidence
175	55085	2007-12-27	ROLE IN COMMON	$2000	Lorne Greene & Edward James Olmos	Commander Adama
176	55086	2007-12-27	ART ON EXHIBIT	$2000	"Her disturbing photographs in the '60s were said to have inspired the style of Stanley Kubrick's ""The Shining"""	Diane Arbus
177	55087	2007-12-27	CONGRESSIONAL BEFORE & AFTER	$2,300	"Kentucky senator who ran for president as a Republican & Whig but lost to ""American Idol"" Ruben Studdard"	Henry Clay Aiken
178	55088	2007-12-27	AROUND THE WORLD	$2000	70 million years ago, this immense Australian sandstone monolith was actually an island in a large lake	Ayers Rock
179	55089	2007-12-27	"""N"" GAME"	$2000	"From the Arabic for ""hunting horn"", it's another name for mother-of-pearl"	nacre
180	55090	2007-12-26	PUNJAB	$200	Since 1947, the historic region of Punjab has been divided between these 2 countries	India & Pakistan
181	55091	2007-12-26	FICTIONAL BOOKS	$200	"This character on ""Seinfeld"" thought of ""a coffee table book about coffee tables"" that turned into a coffee table"	Kramer
182	55092	2007-12-26	WHAT'S YOUR BEEF?	$200	"Beef chili is also called ""chili con"" this, Spanish for ""meat"""	carne
183	55093	2007-12-26	GAMES PEOPLE PLAY	$200	You don't have to buy a vowel, but you do begin this word game by drawing a gallows	hangman
184	55094	2007-12-26	INVENTORS & INVENTIONS	$200	In the 1920s, Frank Whittle, who grew up making model airplanes, designed the first working engine of this type	a jet engine
185	55095	2007-12-26	"""IP"" SO FACTO"	$200	Landing or Gaza	a strip
186	55096	2007-12-26	PUNJAB	$400	As part of his Easternmost conquests, this Greek's armies occupied the Punjab around 327 B.C.	Alexander the Great
187	55097	2007-12-26	FICTIONAL BOOKS	$400	"On this show, ""The Itchy & Scratchy Movie"" was novelized by Norman Mailer"	The Simpsons
