	index	Air Date	Category	Value	Question	Answer
26	26	2012-01-27	CHILD ACTORS	$1000	In the 1930s Baby LeRoy played opposite this comedian, who spiked his bottle with gin to shut him up	W. C. Fields
27	27	2012-01-27	STUPID ANSWERS	$1000	The Mosquito Indians are a majority population of this coastal region of Honduras & Nicaragua	the Mosquito Coast
28	28	2012-01-27	LESSER-KNOWN SCIENTISTS	$1000	In 1785 William Withering suggested using this drug from the foxglove plant to treat heart disease	digitalis (or digoxin)
29	29	2012-01-27	THE TRUTH LIES THEREIN	$1000	A palindromic preposition of the past	ere
30	30	2012-01-25	CHILD-REARING	$200	Also called a binky, this comforting device can be an orthodontic issue once baby teeth start falling out	a pacifier
31	31	2012-01-25	TV TO MOVIE ROLES	$200	Anjelica Huston played Morticia to Raul Julia's Gomez in this 1991 flick	The Addams Family
32	32	2012-01-25	MUSCLE CARS	$200	John Lingenfelter remodeled this iconic Chevy sports car to go 0-60 in under 2 seconds & even race an F-18	a Corvette
33	33	2012-01-25	20th CENTURY WORDS & PHRASES	$200	"A scientist came up with this blended word after reading a paper on ""'fog and smoke"""	smog
34	34	2012-01-25	BIRD BOOKS	$200	"This book says, ""I thought Jem and I would get grown but there wasn't much else left for us to learn, except possibly algebra"""	To Kill a Mockingbird
35	35	2012-01-25	"EUROP""A"""	$200	The Kifisos & Ilisos rivers flow through this capital	Athens
36	36	2012-01-25	CHILD-REARING	$400	Michele Bachmann gave her biological children this schooling; the state wouldn't let her do it with her foster kids	homeschooling
37	37	2012-01-25	TV TO MOVIE ROLES	$400	"In 2008, in addition to his ""Office"" job, he played secret agent Maxwell Smart"	Steve Carell
38	38	2012-01-25	MUSCLE CARS	$400	A Plymouth named for this Warner Bros. cartoon character even had the horn sound to match	the Road Runner
39	39	2012-01-25	20th CENTURY WORDS & PHRASES	$400	This 2-word term for the idea that a computer could think like a human was coined in the 1950s	artificial intelligence
40	40	2012-01-25	BIRD BOOKS	$400	Larry McMurtry won a Pulitzer for this western	Lonesome Dove
41	41	2012-01-25	"EUROP""A"""	$400	Montenegro is on this country's northern border & Greece is on its southern one	Albania
42	42	2012-01-25	CHILD-REARING	$600	Ferberizing is a controversial method for this part of baby's day	the nighttime (or sleep time)
43	43	2012-01-25	TV TO MOVIE ROLES	$600	"When ""The Dukes of Hazzard"" hit the big screen, she wore the short shorts as Daisy Duke"	Jessica Simpson
44	44	2012-01-25	MUSCLE CARS	$600	The 1968 Dart GTS was a muscle car from this maker	Dodge
45	45	2012-01-25	20th CENTURY WORDS & PHRASES	$600	This word for a large self-service store that sells household goods as well as groceries hit the shelves in 1933	a supermarket
46	46	2012-01-25	BIRD BOOKS	$2,400	A 1993 raid in Mogadishu that left 18 American soldiers dead is chronicled in this book by journalist Mark Bowden	Black Hawk Down
47	47	2012-01-25	"EUROP""A"""	$600	There's a Welford-on- & a Bidford-on- this English river	the Avon
48	48	2012-01-25	CHILD-REARING	$800	"TV, play dates & grades below ""A"" were no-nos for the kids of Amy Chua, author of ""Battle Hymn of"" her"	a Tiger Mother
49	49	2012-01-25	TV TO MOVIE ROLES	$800	This TV cop duo was played on the big screen by Ben Stiller & Owen Wilson	Starsky & Hutch
50	50	2012-01-25	MUSCLE CARS	$800	In the '60s Ford named a fastback after this newly opened Alabama speedway	Talladega
51	51	2012-01-25	20th CENTURY WORDS & PHRASES	$800	This 9-letter word popped up for a place where you could enjoy a beverage or a light meal while using your computer	a cybercafe
52	52	2012-01-25	BIRD BOOKS	$800	"Maya Angelou dedicated this book to ""all the strong black birds of promise who defy the odds...and sing their songs"""	I Know Why the Caged Bird Sings
53	53	2012-01-25	"EUROP""A"""	$800	They extend from the Mediterranean near Nice to the plain of the Danube	the Alps
54	54	2012-01-25	CHILD-REARING	$1000	2 uses of this term are exercise on horizontal bars at the playground & a type of training pants	pull-ups
55	55	2012-01-25	TV TO MOVIE ROLES	$1000	In 1997 he was George of the Jungle; in 1999, Dudley Do-Right	Brendan Fraser
56	56	2012-01-25	MUSCLE CARS	$1000	"V-8 engines with major displacement are alliteratively called ""big"" this"	big block
57	57	2012-01-25	20th CENTURY WORDS & PHRASES	$1000	"It follows ""sex"" to mean a certain urge; once the computer age hit, it also followed ""hard"""	drive
58	58	2012-01-25	BIRD BOOKS	$1000	Some took flight with this 1970 allegory by Richard Bach; others felt it was bird-brained	Jonathan Livingston Seagull
59	59	2012-01-25	"EUROP""A"""	$1000	"The name of this resort town 20 miles southeast of Naples is often found between ""the"" & ""coast"""	the Amalfi Coast
60	60	2012-01-25	PLANT SCIENCE	$400	This poisonous herb that was fatal to Socrates is a member of the parsley family	hemlock
61	61	2012-01-25	THE BAND IS REALLY COOKING	$400	"Many years apart, Willie ""The Lion"" Smith & Weezer recorded songs called ""Pork &"" these"	"""Beans"""
62	62	2012-01-25	"STARTS WITH ""Z"""	$400	"Before ""out"", it means to eliminate an item from a budget"	zero
63	63	2012-01-25	IN THE MAGAZINE	$400	Q&A: Eddie Vedder, Rock & Roll, Random Notes	Rolling Stone
64	64	2012-01-25	PRESIDENTIAL RE-ELECTIONS	$400	This man won D.C. & (by 3,700 votes) Minnesota & that's it as Reagan won re-election	Mondale
65	65	2012-01-25	MORE 4 YEARS	$400	"In 2004 Justin Timberlake coined a phrase when he said, ""I am sorry if anyone was offended by"" this at a halftime show"	a wardrobe malfunction
66	66	2012-01-25	PLANT SCIENCE	$6,000	This yellow flower of the genus Tagetes is often associated with, but probably not named for, the Virgin Mary	marigold
67	67	2012-01-25	THE BAND IS REALLY COOKING	$800	Killdozer fed us dessert with a cover version of this Don McLean hit	"""American Pie"""
68	68	2012-01-25	"STARTS WITH ""Z"""	$800	Get a closeup of Bruno Coumert--he won an Oscar for designing this type of lens	a zoom lens
69	69	2012-01-25	IN THE MAGAZINE	$800	Spy vs. Spy, Steal These Tweets!	Mad
70	70	2012-01-25	PRESIDENTIAL RE-ELECTIONS	$800	He defeated 2 presidents to win the office originally; in 1916 he beat Charles Evans Hughes to keep his job	Wilson
71	71	2012-01-25	MORE 4 YEARS	$800	1934 was a bad year for bank robbers: John Dillinger was killed in Chicago & this couple went down in a Louisiana police ambush	Bonnie & Clyde
72	72	2012-01-25	PLANT SCIENCE	$1200	"This ""colorful"" house plant, Saintpaulia ionantha, is native to Kenya & Tanzania"	a violet
73	73	2012-01-25	THE BAND IS REALLY COOKING	$1200	"In a No. 1 country hit, the Zac Brown Band sings, ""You know I like my chicken"" cooked this way"	"""Fried"""
74	74	2012-01-25	"STARTS WITH ""Z"""	$1200	If I weren't called Alex, my name might have been shortened to this, also a European fish	zander
75	75	2012-01-25	IN THE MAGAZINE	$1200	100 Best Companies to Work For, Investor Interview	Fortune
76	76	2012-01-25	PRESIDENTIAL RE-ELECTIONS	$1200	Nixon was the one in '72, & with only 78,000 votes, this People's Party candidate, author & pediatrician was not	(Benjamin) Spock
77	77	2012-01-25	MORE 4 YEARS	$1200	This Dickens book about relatives Martin (good) & Jonas (bad) was published in 1844	Martin Chuzzlewit
78	78	2012-01-25	PLANT SCIENCE	$1600	Also called manioc, this starchy South American tuber comes in bitter & sweet varieties	cassava (yuca accepted)
79	79	2012-01-25	THE BAND IS REALLY COOKING	$1600	"Booker T. & the MG's gave their tuna salad some color & flavor with <a href=""http://www.j-archive.com/media/2012-01-25_DJ_26.mp3"">this</a> tune"	"""Green Onions"""
80	80	2012-01-25	"STARTS WITH ""Z"""	$1600	The west wind, or any gentle wind	Zephyr
81	81	2012-01-25	IN THE MAGAZINE	$1600	Feline Groupie, Potty Anxiety	Cat Fancy
82	82	2012-01-25	PRESIDENTIAL RE-ELECTIONS	$1600	This man's 87% of the vote in Mississippi couldn't stop LBJ from returning to the Oval Office	(Barry) Goldwater
83	83	2012-01-25	MORE 4 YEARS	$2,200	On Nov. 17, 1734 journalist John Peter Zenger was arrested for this; a landmark freedom of the press case ensued	libel
84	84	2012-01-25	PLANT SCIENCE	$2000	"This term refers to plants that have flowers; it comes from 2 Greek words for ""receptacle"" & ""seed"""	angiosperm
85	85	2012-01-25	THE BAND IS REALLY COOKING	$2000	In a seafood mood, Squeeze was pulling these from the shell	mussels
86	86	2012-01-25	"STARTS WITH ""Z"""	$2000	"(<a href=""http://www.j-archive.com/media/2012-01-25_DJ_13.jpg"" target=""_blank"">Jimmy of the Clue Crew reports from Israel.</a>)  In the 1st century A.D., these Jews fiercely opposed Roman paganism, and many of them made their last stand here on Masada; today the word means anyone passionately committed"	a zealot
87	87	2012-01-25	IN THE MAGAZINE	$2000	This Way In, This Way Out, Man at His Best	Esquire
88	88	2012-01-25	PRESIDENTIAL RE-ELECTIONS	$2000	The U.S. granted U.S. Grant a second term & said go west, old man to this runner-up	Horace Greeley
89	89	2012-01-25	MORE 4 YEARS	$2000	This Austrian city hosted the Winter Olympics in 1964 (& again in 1976)	Innsbruck
90	90	2012-01-24	CANADIAN POSTAL ABBREVIATIONS	$200	BC	British Columbia
91	91	2012-01-24	MUSIC ALPHABET	$200	"""A"" is for a capella, from the Italian for ""in"" this place"	in the chapel
92	92	2012-01-24	TV REALITY SHOWS BY WINNER	$200	In 2011: country crooner Scotty McCreery	American Idol
93	93	2012-01-24	NEW AGE THINKING	$200	"""Hair"" fans know this current ""age"" is a 2,000-year period of evolution toward world peace & enlightenment"	Aquarius
94	94	2012-01-24	"LET'S TAKE A ""TRIP"""	$200	Since 1900, only 12 baseball players have won this by leading a major league in batting average, home runs & RBIs	a triple crown
95	95	2012-01-24	YOU'LL NEED INSURANCE	$200	It's the term for the person entitled to get the proceeds of a policy upon the death of the insured	a beneficiary
96	96	2012-01-24	CANADIAN POSTAL ABBREVIATIONS	$400	AB	Alberta
97	97	2012-01-24	MUSIC ALPHABET	$400	"""B"" is for bis, sometimes used to ask musicians for this"	an encore
98	98	2012-01-24	TV REALITY SHOWS BY WINNER	$400	In 2010: Bret Michaels, who wasn't fired but hired	Celebrity Apprentice
99	99	2012-01-24	NEW AGE THINKING	$400	This term for receiving energy & info from other levels of reality sounds like redirecting water along a passage	channeling
100	100	2012-01-24	"LET'S TAKE A ""TRIP"""	$400	A low-placed concealed cable used to signal a trespasser by triggering an alarm	a tripwire
101	101	2012-01-24	YOU'LL NEED INSURANCE	$400	Medical liability insurance is better known as this type of insurance	malpractice insurance
102	102	2012-01-24	CANADIAN POSTAL ABBREVIATIONS	$600	NS	Nova Scotia
103	103	2012-01-24	MUSIC ALPHABET	$600	"""D"" is for decrescendo, which means this is happening to the music"	it's getting quieter (or softer)
104	104	2012-01-24	TV REALITY SHOWS BY WINNER	$600	In 2009: chicken catcher Kevin Skinner, who wowed judges including David Hasselhoff with his singing	America's Got Talent
105	105	2012-01-24	NEW AGE THINKING	$600	"(<a href=""http://www.j-archive.com/media/2012-01-24_J_03.jpg"" target=""_blank"">Kelly of the Clue Crew stands by a diagram of a person in lotus position with seven colored dots along its vertical midline.</a>) Referring to its inner vision, the sixth <a href=""http://www.j-archive.com/media/2012-01-24_J_03a.jpg"" target=""_blank"">chakra</a> at the center of the forehead is also known by this other ordinal name"	the third eye
106	106	2012-01-24	"LET'S TAKE A ""TRIP"""	$600	"Often used for devotional purposes, it's the type of artwork seen <a href=""http://www.j-archive.com/media/2012-01-24_J_14.jpg"" target=""_blank"">here</a>"	a triptych
107	107	2012-01-24	YOU'LL NEED INSURANCE	$600	"These ""tables"" that take their name from the Latin for ""record keeper"" are used to evaluate life expectancies"	actuarial tables
108	108	2012-01-24	CANADIAN POSTAL ABBREVIATIONS	$800	YT	the Yukon Territory
109	109	2012-01-24	MUSIC ALPHABET	$800	"""L"" is for lacrimoso, meaning the music should be of this mood"	tearful (or sad)
110	110	2012-01-24	NEW AGE THINKING	$800	On Aug. 16, 1987 followers of Jose Arguelles gathered in various spiritual centers for the harmonic this	convergence
111	111	2012-01-24	"LET'S TAKE A ""TRIP"""	$800	Destroyed by the Mamelukes in the 13th century, today it's a leading city of Lebanon	Tripoli
112	112	2012-01-24	YOU'LL NEED INSURANCE	$3,400	A film noir classic, or a clause providing for payment of twice the face value of a policy	Double Indemnity
113	113	2012-01-24	CANADIAN POSTAL ABBREVIATIONS	$1000	PE	Prince Edward Island
114	114	2012-01-24	MUSIC ALPHABET	$1000	"""P"" is for pizzicato, which informs the string players to do this, also a ""P"" word"	pluck
115	115	2012-01-24	NEW AGE THINKING	$1000	Seen here is an example of one of these graphic mystical meditation aids, whose name is from the Sanskrit for circle	mandala
116	116	2012-01-24	"LET'S TAKE A ""TRIP"""	$1000	"This adverb sounds like it means clumsily, but it means the opposite in phrases like ""flows"" this way ""from the tongue"""	trippingly
117	117	2012-01-24	YOU'LL NEED INSURANCE	$1000	Franz Kafka's day job was as a bureaucrat administering this type of compensation, like for accidents	workmen's compensation
118	118	2012-01-24	INSIDE THE BRAIN OF MEGAN FOX	$400	Megan's corpus callosum connects the right & left halves of her brain, also called these, like halves of the earth	hemispheres
119	119	2012-01-24	JACK BE HOMONYM-BLE	$400	A golf interjection, or toward the bow on a ship	fore
120	120	2012-01-24	THE OLD BALL GAME	$400	In rounders, the ancestor of baseball, a runner was put out not by tagging but by doing this with the ball--ouch!	throwing it at/hitting the player
121	121	2012-01-24	ASIAN HISTORY	$400	The Uji were clans of Japan; the Uji that won out claimed descent from Amaterasu, goddess of this heavenly body	the sun
122	122	2012-01-24	PLAY DATES	$400	"""M. Butterfly"" & the nomination of M. Dukakis arrived in this year"	1988
123	123	2012-01-24	NAME'S THE SAME	$400	"This star of ""Bride Wars"" & ""The Princess Diaries"" shares her name with Shakespeare's wife"	Anne Hathaway
124	124	2012-01-24	INSIDE THE BRAIN OF MEGAN FOX	$800	"A 2010 paper shows Megan's amygdala maintains her ""loss aversion"" when faced with decisions about risking this"	money
125	125	2012-01-24	JACK BE HOMONYM-BLE	$800	A band for around the waist, or a shot of liquor	belt
126	126	2012-01-24	THE OLD BALL GAME	$800	"The Encyclopedia Britannica calls it ""the oldest of equestrian sports"", dating to ancient Persia"	polo
127	127	2012-01-24	ASIAN HISTORY	$800	"Novosibirsk, one of the main cities of this Russian region, only dates from 1893: its name means ""new"" this Russian region"	Siberia
128	128	2012-01-24	PLAY DATES	$800	1973 brought Secretariat's triumph & this horsey Peter Shaffer play	Equus
129	129	2012-01-24	NAME'S THE SAME	$800	"The actress seen <a href=""http://www.j-archive.com/media/2012-01-24_DJ_12.jpg"" target=""_blank"">here</a> goes by this royal name"	Jane Seymour
130	130	2012-01-24	INSIDE THE BRAIN OF MEGAN FOX	$1200	When Megan enjoys a fine meal, she's employing the parietal these, right behind the frontal ones	lobes
131	131	2012-01-24	JACK BE HOMONYM-BLE	$1200	It means to strike with a very quick blow / or to rock the mic like Eminem, yo	rap
132	132	2012-01-24	THE OLD BALL GAME	$1200	"The goal seen <a href=""http://www.j-archive.com/media/2012-01-24_DJ_08.jpg"" target=""_blank"">here</a> was used in an ancient Mayan ballgame at Uxmal, on this peninsula"	Yucatán
133	133	2012-01-24	ASIAN HISTORY	$1200	Soon after WWII, he wrote to Harry Truman asking for U.S. help in Vietnam's struggle against French rule	Ho Chi Minh
134	134	2012-01-24	PLAY DATES	$1200	Aptly, this O'Neill play debuted in 1946, as the Cold War was heating (or chilling) up	The Iceman Cometh
135	135	2012-01-24	NAME'S THE SAME	$1200	"This ex-major league pitcher can thank the country singer of the same name for his nickname ""the Gambler"""	Kenny Rogers
136	136	2012-01-24	INSIDE THE BRAIN OF MEGAN FOX	$1600	The thalamus, part of this botanical-sounding part of Megan's brain, receives all sensory input except smell	brainstem
137	137	2012-01-24	JACK BE HOMONYM-BLE	$1600	A piece of wood, or to furnish with meals & lodging for pay	board
138	138	2012-01-24	THE OLD BALL GAME	$1600	"""Juego de Pelota"", an 18th C. Goya tapestry in the Prado, depicts an ancestor of this speedy Basque sport"	jai alai
139	139	2012-01-24	ASIAN HISTORY	$5,000	1946's Linggarjati Agreement gave grudging Dutch recognition to the autonomy of this island country	Indonesia
140	140	2012-01-24	PLAY DATES	$6,000	In 1955 impatient Dodger fans got a title & the theater got the Tennessee Williams play about an impatient woman	Cat on a Hot Tin Roof
141	141	2012-01-24	NAME'S THE SAME	$1600	"This creator of the ""Garfield"" comic strip shares his name with the actor who played Jock Ewing on ""Dallas"""	Jim Davis
142	142	2012-01-24	INSIDE THE BRAIN OF MEGAN FOX	$2000	"Megan's higher functions use her cerebral this; when she ""hears"" a song in her head, she's using her brain's auditory this"	cortex
143	143	2012-01-24	JACK BE HOMONYM-BLE	$2000	Trash, or a Chinese ship	a junk
144	144	2012-01-24	THE OLD BALL GAME	$2000	Irish manuscripts of the 1200s B.C. describe this stick-&-ball sport that's now the national pastime	hurling
145	145	2012-01-24	ASIAN HISTORY	$2000	Fire shrines found in Iran show that the ancient Parthian empire followed this religion	Zoroastrianism
146	146	2012-01-24	PLAY DATES	$2000	"""The Misanthrope"" is from this year London was burning"	1666
147	147	2012-01-24	NAME'S THE SAME	$2000	"This composer with a presidential name wrote the Pulitzer Prize-winning ""On the Transmigration of Souls"" to commemorate 9/11"	John Adams
148	148	2012-01-23	COUNTRY GROUPS	$200	"The ""Lady"" in this group that won 5 2010 acm awards is Hillary Scott, daughter of country singer Linda Davis"	Lady Antebellum
149	149	2012-01-23	CONSTELLATION TRANSLATION	$200	Twins	Gemini
150	150	2012-01-23	DOMINO'S PIZZA	$200	The Meatzza feast has ham, beef, Italian sausage & slices of this Italian salami	pepperoni
151	151	2012-01-23	THAT'S TREASON!	$200	Accused of incest as well as treason, she was guillotined Oct. 16, 1793	Marie Antoinette
152	152	2012-01-23	2-LETTER WORDS	$200	This mystical word used in mantras contains 3 sounds, but in English it's 2 letters	om
153	153	2012-01-23	THE ARCTIC ENVIRONMENT	$200	"(<a href=""http://www.j-archive.com/media/2012-01-23_J_19.wmv"">Sarah of the Clue Crew is on a ship's bridge.</a>)  Norway has continuous daylight from mid-may to July, giving it this 5-word nickname it shares with Alaska"	Land of the Midnight Sun
154	154	2012-01-23	COUNTRY GROUPS	$400	"Randy Owen fronted this ""stately"" group whose hits include ""Christmas in Dixie"" & ""Born Country"""	Alabama
155	155	2012-01-23	CONSTELLATION TRANSLATION	$400	Big bear	Ursa Major
156	156	2012-01-23	DOMINO'S PIZZA	$400	An American legends pizza made with 6 different cheeses is named for this state	Wisconsin
157	157	2012-01-23	THAT'S TREASON!	$400	He tried to surrender West Point, a key to the Hudson River Valley	Benedict Arnold
158	158	2012-01-23	2-LETTER WORDS	$400	"It often follows ""in"" to mean ""concerning"""	re
159	159	2012-01-23	THE ARCTIC ENVIRONMENT	$2,200	"(<a href=""http://www.j-archive.com/media/2012-01-23_J_20.wmv"">Sarah of the Clue Crew presents the clue.</a>)  Lappish language gives us the name of this treeless environment, some of which is so dry, it's called the Arctic desert"	tundra
160	160	2012-01-23	COUNTRY GROUPS	$600	"This country group stays in motion with hits like ""I'm Movin' On"" & ""Life Is A Highway"""	Rascal Flatts
161	161	2012-01-23	CONSTELLATION TRANSLATION	$600	Ram	Aries
162	162	2012-01-23	DOMINO'S PIZZA	$600	"Domino's has pasta in a bread bowl, including this ""Spring"" style with veggies"	primavera
163	163	2012-01-23	THAT'S TREASON!	$600	This English plot blew up in the faces of the plotters, many executed for treason in 1606	the Gunpowder Plot
164	164	2012-01-23	2-LETTER WORDS	$600	Supernatural elements appear in kiri, a play in this Japanese form	no
165	165	2012-01-23	THE ARCTIC ENVIRONMENT	$600	"(<a href=""http://www.j-archive.com/media/2012-01-23_J_21.wmv"">Sarah of the Clue Crew presents the clue.</a>)  In svalbard as well as Norway, you'll find many of these spectacular inlets; the Norwegian term for them is derived from a word meaning ""to pass through"""	fjords
166	166	2012-01-23	COUNTRY GROUPS	$800	"In 1981 they burned up the pop & country charts singing, ""My eart's on fire, Elvira"""	The Oak Ridge Boys
167	167	2012-01-23	CONSTELLATION TRANSLATION	$800	Scales	Libra
168	168	2012-01-23	DOMINO'S PIZZA	$800	How about an oven baked sandwich, like this one that refers to a place in Pennsylvania	a Philly cheesesteak
169	169	2012-01-23	THAT'S TREASON!	$800	It was treason when Roman naval commander Claudius threw these creatures used for augury into the sea	chickens
170	170	2012-01-23	2-LETTER WORDS	$800	"It's Latin for ""and"" , Y'al."	et
171	171	2012-01-23	THE ARCTIC ENVIRONMENT	$800	"(<a href=""http://www.j-archive.com/media/2012-01-23_J_22.wmv"">Sarah of the Clue Crew presents the clue.</a>)  Some define the boundary of the Arctic as the southern limit of the icy region with this, perennially frozen subsoil"	permafrost
172	172	2012-01-23	COUNTRY GROUPS	$1000	"In 2001 these guys from Texas were No. 1 on the country charts with ""I'm Already There"""	Lonestar
173	173	2012-01-23	CONSTELLATION TRANSLATION	$1000	"Dragon (not ""Athenian statesman "")"	Draco
174	174	2012-01-23	DOMINO'S PIZZA	$1000	"For dessert, Domino's has ""stix"" sprinkled with sugar & this spice"	cinnamon
175	175	2012-01-23	THAT'S TREASON!	$1000	Abdullah Ocalan was convicted for trying to found a Kurdish state in the southeast part of this country	Turkey
176	176	2012-01-23	2-LETTER WORDS	$1000	"""To say or utter"" is one of the American heritage dictionary's many definitions for this word--ask any teen"	go
177	177	2012-01-23	THE ARCTIC ENVIRONMENT	$1000	"(<a href=""http://www.j-archive.com/media/2012-01-23_J_23.wmv"">Sarah of the Clue Crew presents the clue.</a>)  After Antarctica & Greenland, many consider Nordaustland in Svalbard to be covered with the third-largest in volume of this form of slow-moving glacier"	an icecap
178	178	2012-01-23	COUNTRY GROUPS	$400	This organization was formed in April 1949 to counter the Soviet Union	NATO
179	179	2012-01-23	"PICTURE THE ""S"""	$400	"<a href=""http://www.j-archive.com/media/2012-01-23_DJ_16.jpg"" target=""_blank"">This</a> type of image is used to observe fetal growth"	a sonogram
180	180	2012-01-23	CAN I HAVE A MOMENT?	$400	Oprah calls instants of realization these moments; actress Ginnifer Goodwin had one that made her become a vegan	an a-ha moment
181	181	2012-01-23	REAL PEOPLE IN NOVELS	$400	"In ""Gatsby's Girl"" Caroline Preston fictionalized the romance of Ginevra King & this writer during his Princeton days"	F. Scott Fitzgerald
182	182	2012-01-23	TALK ABOUT THE WEATHER	$400	"To have a casual conversation is to ""shoot"" this"	the breeze
183	183	2012-01-23	SCIENCE-FICTION TV	$400	"Episodes in this anthology included ""The Monsters are Due on Maple Street"" & ""To Serve Man"""	The Twilight Zone
184	184	2012-01-23	COUNTRY GROUPS	$800	The PIIGS countries are European nations carrying heavy debt; the P & S are these southern neighbors	Portugal & SPain
185	185	2012-01-23	"PICTURE THE ""S"""	$800	"Mixologists know the name of this stick seen <a href=""http://www.j-archive.com/media/2012-01-23_DJ_17.jpg"" target=""_blank"">here</a>"	a swizzle stick
186	186	2012-01-23	CAN I HAVE A MOMENT?	$800	A driveway moment is when your car idles as Robert Siegel wraps up a fascinating story on this radio network	NPR
187	187	2012-01-23	REAL PEOPLE IN NOVELS	$800	"The title of Nancy Horan's historical novel ""Loving Frank"" refers to this creator of Taliesin"	Frank Lloyd Wright
188	188	2012-01-23	TALK ABOUT THE WEATHER	$800	"To survive a difficult situation is to ""weather"" this"	the storm
189	189	2012-01-23	SCIENCE-FICTION TV	$800	This Steven Spielberg-produced alien invasion series on TNT features Noah Wyle as a resistance fighter	Falling Skies
190	190	2012-01-23	COUNTRY GROUPS	$1200	In 1945 Iraq became a founding member of this regional association of sovereign states	the Arab League
191	191	2012-01-23	"PICTURE THE ""S"""	$1200	"<a href=""http://www.j-archive.com/media/2012-01-23_DJ_18.jpg"" target=""_blank"">This</a> giant species of arid regions lends its name to a national park"	a saguaro cactus
192	192	2012-01-23	CAN I HAVE A MOMENT?	$1200	The Webby Awards' top Internet moments for 2000-2009 include Twitter's role in this country's 2009 election protests	Iran
193	193	2012-01-23	REAL PEOPLE IN NOVELS	$1200	"The title of Jerry Stahl's ""I, Fatty"" refers to this comedian who narrates it"	Fatty Arbuckle
194	194	2012-01-23	TALK ABOUT THE WEATHER	$1200	"When you show somebody up or get attention that is due others, you ""steal"" their this"	their thunder
195	195	2012-01-23	SCIENCE-FICTION TV	$1200	In this series the Robinsons were headed to a distant star on the Jupiter II until Dr. Smith got in the way	Lost in Space
196	196	2012-01-23	COUNTRY GROUPS	$1600	"MENA is a somewhat vague acronym for the countries of the ""Middle East &"" here"	North Africa
197	197	2012-01-23	"PICTURE THE ""S"""	$1600	"Members of this special military unit are seen <a href=""http://www.j-archive.com/media/2012-01-23_DJ_19.jpg"" target=""_blank"">here</a>"	the Swiss Guard
