	index	Air Date	Category	Value	Question	Answer
23	27776	2009-12-31	GOOD HOUSEKEEPING	$1000	"(<a href=""http://www.j-archive.com/media/2009-12-31_J_13.jpg"" target=""_blank"">Kelly of the Clue Crew reports from inside the Good Housekeeping Institute in New York.</a>) Moisturizing products are evaluated by the <a href=""http://www.j-archive.com/media/2009-12-31_J_13a.jpg"" target=""_blank"">corneometer</a>, which tests hydration in the stratum corneum, the outer part of this outermost layer of skin"	the epidermis
24	27777	2009-12-31	SCIENTISTS	$400	"His first teaching job came  ""relatively"" early --in 1909, as an Assistant Prof. of Physics at the Univ. of Zurich"	Einstein
25	27778	2009-12-31	SPORTS STARS' FIRST NAME IN COMMON	$400	NHL winger Ovechkin & Yankee infielder Rodriguez	Alex
26	27779	2009-12-31	ALL THINGS JAPANESE	$400	It's the event that traditionally puts an end to a woman's career as a geisha	her marriage
27	27780	2009-12-31	HYPHENATED TERMS	$400	It means lost in thought, forgetful, like a certain movie professor	absent-minded
28	27781	2009-12-31	ART HOUSE MOVIES	$400	"The brother of this artist is torn between art & business in the Robert Altman film ""Vincent & Theo"""	Vincent van Gogh
29	27782	2009-12-31	PILLOW TALK	$400	"Paul Reiser could tell you that this 3-letter word doesn't mean ""angry"" when used for how I feel about you"	mad
30	27783	2009-12-31	SCIENTISTS	$800	"In the 1670s this British genius wrote, ""If I have seen further it is by standing on the shoulders of giants"""	Newton
31	27784	2009-12-31	SPORTS STARS' FIRST NAME IN COMMON	$800	Cowboy Romo & Padre Gwynn	Tony
32	27785	2009-12-31	ALL THINGS JAPANESE	$800	Unlike most other alcoholic drinks, this Japanese one can be enjoyed when it's at 40 degrees & when it's at 122 degrees	sake
33	27786	2009-12-31	HYPHENATED TERMS	$800	"A New England pudding is made with this Post product that was once promoted as the ""Back-to-Nature Cereal"""	Grape-Nuts
34	27787	2009-12-31	ART HOUSE MOVIES	$800	"Charles Laughton as this painter has to deal with men upset at being shown in shadow in the ""Night Watch"""	Rembrandt
35	27788	2009-12-31	PILLOW TALK	$800	"Meaning ""conjugal faithfulness"", this word also describes the quality of electronic sound reproduction"	fidelity
36	27789	2009-12-31	SCIENTISTS	$1200	Born in Germany in 1912, he co-developed the V-2 rocket against the allies but became a U.S. citizen in 1955	Wernher von Braun
37	27790	2009-12-31	SPORTS STARS' FIRST NAME IN COMMON	$1200	Mr. Lincecum of the San Francisco Giants & Mr. Duncan of the San Antonio Spurs	Tim
38	27791	2009-12-31	ALL THINGS JAPANESE	$1200	"In ""Letters from Iwo Jima"", you can hear Japanese soldiers let out this cry, literally ""10,000 Years"""	Banzai
39	27792	2009-12-31	HYPHENATED TERMS	$1200	As opposed to freestyle, in Europe the more popular form of wrestling is this	Greco-Roman
40	27793	2009-12-31	ART HOUSE MOVIES	$1200	Real-lfe spouse Amy Madigan didn't play Ed Harris' wife Lee Krasner in this movie; she played Peggy Guggenheim	Pollock
41	27794	2009-12-31	PILLOW TALK	$1200	"Like Otis Redding, I like to  ""Try a Little"" of this, also a quality I like in my steaks"	tenderness
42	27795	2009-12-31	SCIENTISTS	$1,500	Around 1800 this scientist from Como, Italy developed a forerunner of the electric battery	Alessandro Volta
43	27796	2009-12-31	SPORTS STARS' FIRST NAME IN COMMON	$1600	Welterweight champ Mosley & Philadelphia Phillie Victorino	Shane
44	27797	2009-12-31	ALL THINGS JAPANESE	$1600	This island invaded by U.S. troops in April 1945 has a long martial arts tradition & may be the birthplace of nunchaku	Okinawa
45	27798	2009-12-31	HYPHENATED TERMS	$1600	This secretive political party lasted from about 1849 to 1860, but don't say you heard it here	Know-Nothing party
46	27799	2009-12-31	ART HOUSE MOVIES	$1600	Scarlett Johansson flashes some jewelry in this film in which she plays muse to Vermeer	Girl with a Pearl Earring
47	27800	2009-12-31	PILLOW TALK	$1600	This alliterative term for emotional susceptibility can also describe a baby's fontanels	a soft spot
48	27801	2009-12-31	SCIENTISTS	$2000	This 17th C. British physician said the pulse comes from the heart pumping blood, not from the arteries contracting	(William) Harvey
49	27802	2009-12-31	SPORTS STARS' FIRST NAME IN COMMON	$2000	Tennis star Nadal & Dodger Furcal	Rafael
50	27803	2009-12-31	ALL THINGS JAPANESE	$2,000	In the 18th century the Daimyo were vassal lords who spent half their time attending the leader with this title	Shogun
51	27804	2009-12-31	HYPHENATED TERMS	$2000	This comet that boogied across our skies in 1997 won't be seen for another 2,300 years	Hale-Bopp
52	27805	2009-12-31	ART HOUSE MOVIES	$2000	In a 1996 film Jeffrey Wright played this title graffiti artist who collaborated with Warhol	Jean-Michel Basquiat
53	27806	2009-12-31	PILLOW TALK	$2000	"From the old French for ""love"" comes the word meaning captivated or charmed"	enamored
54	27807	2009-12-30	THE PULITZER FOR BIOGRAPHY/ AUTOBIOGRAPHY	$200	1939: Carl Van Doren, writing about this founding father known for kite flying	(Ben) Franklin
55	27808	2009-12-30	BROADWAY MUSICALS	$200	On Nov. 16, 2006 this supercalifragilis-ticexpialidocious musical opened on the Great White Way	Mary Poppins
56	27809	2009-12-30	SOAP BOX DERBY	$200	"Its label calls it ""the soap that floats"""	Ivory
57	27810	2009-12-30	SCIENCE IS A BREEZE	$200	Breezes often transfer these tiny grains from male flower parts to female seed cones	pollen
58	27811	2009-12-30	FACTS & FIGURES	$200	Tom Sietas holds the world record for doing this underwater, for an amazing 17 minutes & 19 seconds	holding his breath
59	27812	2009-12-30	SOUNDS LIKE FOOD	$200	"Not ""con carne"", this 6-letter word can mean unfriendly"	chilly
60	27813	2009-12-30	THE PULITZER FOR BIOGRAPHY/ AUTOBIOGRAPHY	$400	"1970: T. Harry Williams, writing about this Louisiana ""Kingfish"""	Huey Long
61	27814	2009-12-30	BROADWAY MUSICALS	$400	Roxie, Velma & Billy Flynn paint this title town red 8 shows a week at the Ambassador Theatre	Chicago
62	27815	2009-12-30	SOAP BOX DERBY	$400	"This brand's body wash has ""all the freshness of Ireland, bottled"""	Irish Spring
63	27816	2009-12-30	SCIENCE IS A BREEZE	$400	A flow of air from ocean to land, often producing clouds; or a drink of vodka, grapefruit & cranberry	a sea breeze
64	27817	2009-12-30	FACTS & FIGURES	$400	"In 1996, no states had obesity rates above 20%: in 2007, only this ""Centennial State"" had an obesity rate below 20%"	Colorado
65	27818	2009-12-30	SOUNDS LIKE FOOD	$400	Wooden bane of a vampire	stake
66	27819	2009-12-30	BROADWAY MUSICALS	$600	"Take a journey into Oz in this 2003 show; it's quite ""popular"""	Wicked
67	27820	2009-12-30	SOAP BOX DERBY	$600	"According to the label, this heavy-duty hand cleaner is ""pumice-powered"""	Lava
68	27821	2009-12-30	SCIENCE IS A BREEZE	$600	Along with pressure & elevation, breezes are mainly caused by differences in this between adjacent areas	temperature
69	27822	2009-12-30	FACTS & FIGURES	$600	This U.S. retail chain has about 2.1 million employees, about the same as the population of Namibia	Walmart
70	27823	2009-12-30	SOUNDS LIKE FOOD	$600	To cut off superfluous twigs or branches	to prune
71	27824	2009-12-30	BROADWAY MUSICALS	$800	This musical about a boy with a passion for dance won a 2009 Tony for (surprise!) Best Choreography	Billy Elliot
72	27825	2009-12-30	SOAP BOX DERBY	$800	"This soap has been keeping you ""fresh round the clock"" since 1940"	Dial
73	27826	2009-12-30	SCIENCE IS A BREEZE	$800	When a migrating bird has this helping it along, it'll fly higher, where the effect is strongest	a tail wind
74	27827	2009-12-30	FACTS & FIGURES	$800	In 2009 Iowa changed the name of its Dept. of Elder Affairs to the Dept. on this, leading to the abbreviation D.O.A.	Aging
75	27828	2009-12-30	SOUNDS LIKE FOOD	$800	In the national pastime, the leadoff man is the first this	the batter
76	27829	2009-12-30	BROADWAY MUSICALS	$2,000	Yep, this haunting love story is still on Broadway, as it has been since its Jan. 26, 1988 opening night	Phantom of the Opera
77	27830	2009-12-30	SOAP BOX DERBY	$1000	"This soap brand has been on a ""campaign for real beauty"""	Dove
78	27831	2009-12-30	SCIENCE IS A BREEZE	$1000	This scale includes light breeze (4-6 knots) & strong breeze (22-27 knots)	the Beaufort scale
79	27832	2009-12-30	FACTS & FIGURES	$1000	This man offered pilot/hero Sully Sullenberger twice his salary if he'd work for Virgin	(Richard) Branson
80	27833	2009-12-30	SOUNDS LIKE FOOD	$1000	"Put this spicy verb before ""favor"" to get on someone's good side"	curry
81	27834	2009-12-30	WELCOME TO OUR FINE HOTEL	$400	"As in ""Heartbreak Hotel"", this worker is dressed in black, but in clothes designed by Armani"	the desk clerk
82	27835	2009-12-30	DAYS IN...	$400	This TV movie based on Mitch Albom's bestseller paired Hank Azaria & Jack Lemmon	Tuesdays with Morrie
83	27836	2009-12-30	CROWN PLAZA	$400	This queen has been on more coin types of numerous countries than any other human being	Elizabeth II
84	27837	2009-12-30	CLUB MED	$400	This river flows north for more than 4,000 miles before emptying into the Mediterranean through a delta	the Nile
85	27838	2009-12-30	SUPER 8	$400	"In 1930 Harriet Fry was one of the original 8 ""Sky Girls"": today it's this 2-word job"	flight attendant
86	27839	2009-12-30	"""W"""	$400	This verb means to hone or sharpen, like a tool or an appetite	to whet
87	27840	2009-12-30	WELCOME TO OUR FINE HOTEL	$800	"You know it's a classy joint when you see <a href=""http://www.j-archive.com/media/2009-12-30_DJ_01.jpg"" target=""_blank"">this</a> in the minibar"	a Toblerone
88	27841	2009-12-30	DAYS IN...	$800	The title of this Walter Matthau/Jill Clayburgh film comes from the day on which the Supreme Court's term starts	First Monday in October
89	27842	2009-12-30	CROWN PLAZA	$800	King Abdullah bin Abdul Aziz reversed policy & allowed foreign fighters in this country in 1990	Saudi Arabia
90	27843	2009-12-30	CLUB MED	$800	Towns along this sunny strip include Cannes, Monte Carlo, Rapallo & San Remo	the Riviera
91	27844	2009-12-30	SUPER 8	$800	"In 2006 Mike Brown of Caltech declared, ""there are finally, officially, 8"" of these"	planets
92	27845	2009-12-30	"""W"""	$800	"We are desperate for you to name this vine, seen <a href=""http://www.j-archive.com/media/2009-12-30_DJ_12.jpg"" target=""_blank"">here</a>, growing above a lane"	wisteria
93	27846	2009-12-30	WELCOME TO OUR FINE HOTEL	$1200	Our robes of this looped fabric are of course from Turkish cotton; if you take one, we'll be forced to prosecute	terrycloth
94	27847	2009-12-30	DAYS IN...	$1200	Y.A. Tittle & Johnny Unitas played coaches in this 1999 Al Pacino film	Any Given Sunday
95	27848	2009-12-30	CROWN PLAZA	$1200	In 2006 the first male in over 40 years was born into this land's Chrysanthemum Throne imperial family	Japan
96	27849	2009-12-30	SUPER 8	$1200	"The Eight were a group formed in this city to paint real-life subjects like <a href=""http://www.j-archive.com/media/2009-12-30_DJ_19.jpg"" target=""_blank"">McSorley's Bar</a>"	New York City
97	27850	2009-12-30	"""W"""	$1200	"The name of this pan used for frying, steaming, etc, is from the Chinese for ""pan"""	a wok
98	27851	2009-12-30	WELCOME TO OUR FINE HOTEL	$1600	Our pool is literally Olympic sized--this many meters long	50 meters
99	27852	2009-12-30	DAYS IN...	$1600	"As news reporter Hildy Johnson, Rosalind Russell was the title ""Girl"" in this fast-talking film from 1940"	His Girl Friday
100	27853	2009-12-30	CROWN PLAZA	$1600	The last English king with this name reigned less than a year, in 1936	Edward (VIII)
101	27854	2009-12-30	SUPER 8	$1600	"Eric Sevareid & Howard K. Smith were 2 of the 8 newsmen known as this reporter's ""Boys"""	Edward R. Murrow
102	27855	2009-12-30	"""W"""	$6,000	"This graceful dog seen <a href=""http://www.j-archive.com/media/2009-12-30_DJ_15.jpg"" target=""_blank"">here</a> has the aristocratic features associated with its breed"	a Weimaraner
103	27856	2009-12-30	WELCOME TO OUR FINE HOTEL	$2000	Relax in our spa with watsu--the name combines water & this massage technique	shiatsu
104	27857	2009-12-30	DAYS IN...	$2000	Regardless of the title, this British gangster film starring Bob Hoskins only ran 114 minutes	The Long Good Friday
105	27858	2009-12-30	CROWN PLAZA	$2000	Rudolf II moved this dynastic family's royal court from Vienna to Prague in the late 1500s	the Hapsburgs
106	27859	2009-12-30	SUPER 8	$2000	These chants have no key signature; they come in 8 modes	Gregorian chants
107	27860	2009-12-30	"""W"""	$2000	It's a decorative wood paneling on the lower portion of a wall	wainscot
108	27861	2009-12-29	THE SMITHS	$200	Explorer said to have been saved by Pocahontas	John Smith
109	27862	2009-12-29	BIBLE BOOKS BY QUOTATION	$200	"""And God remembered Noah, and every living thing, and all the cattle that was with him in the ark"""	Genesis
110	27863	2009-12-29	YOU'RE ALL WET	$200	To see the tides in the Bay of Fundy at their highest, visit Minas Basin in this country	Canada
111	27864	2009-12-29	JAVA, THE HUT	$200	This restaurant's new McCafe offers iced coffee as well as the hot stuff	McDonald's
112	27865	2009-12-29	NAME THAT SPORT	$200	PGA	golf
113	27866	2009-12-29	"I CAN DO IT IN 5 ""NOTE""S"	$200	Letter-perfect slang for a $100 bill	a c-note
114	27867	2009-12-29	THE SMITHS	$400	"Howdy Doody, seen <a href=""http://www.j-archive.com/media/2009-12-29_J_17.jpg"" target=""_blank"">here</a> as a bobblehead, was created by this man, his TV costar"	Buffalo Bob Smith
115	27868	2009-12-29	BIBLE BOOKS BY QUOTATION	$400	"""And God spake unto Moses, and said unto him, I am the lord"""	Exodus
116	27869	2009-12-29	YOU'RE ALL WET	$400	Wisconsin honeymooners may visit Big Manitou, at 165 feet one of the highest of these east of the Rockies	a waterfall
117	27870	2009-12-29	JAVA, THE HUT	$400	"The Coffee Bean & Tea Leaf offers herbal infusions like lemon chamomile that are ""100%"" this ""-free"""	caffeine
118	27871	2009-12-29	NAME THAT SPORT	$400	MLS	soccer
119	27872	2009-12-29	"I CAN DO IT IN 5 ""NOTE""S"	$400	The late author David Foster Wallace was known for using these at the bottoms of pages	footnotes
120	27873	2009-12-29	THE SMITHS	$1,200	Founded a church in 1830, murdered 14 years later	Joseph Smith
121	27874	2009-12-29	BIBLE BOOKS BY QUOTATION	$600	"""So they took up (him), and cast him forth into the sea"""	Jonah
122	27875	2009-12-29	YOU'RE ALL WET	$600	3 streams, the Jordan, Bear & Weber, flow in, but there are no streams that empty this large U.S. lake	the Great Salt Lake
123	27876	2009-12-29	JAVA, THE HUT	$600	This coffee company's logo features 2 stars & a twin-tailed mermaid	Starbucks
124	27877	2009-12-29	NAME THAT SPORT	$600	USTA, founded in 1881	tennis
125	27878	2009-12-29	"I CAN DO IT IN 5 ""NOTE""S"	$600	Barack Obama delivered this speech at the 2004 Democratic National Convention	keynote
126	27879	2009-12-29	THE SMITHS	$800	Leading blues singer of the 1920s who recorded nearly 200 songs	Bessie Smith
127	27880	2009-12-29	BIBLE BOOKS BY QUOTATION	$800	"""Then Satan answered the Lord, and said, doth (this man) fear God for nought?"""	Job
128	27881	2009-12-29	YOU'RE ALL WET	$800	"(<a href=""http://www.j-archive.com/media/2009-12-29_J_04.wmv"">Jimmy of the Clue Crew shows an animated map of the Atlantic on the monitor.</a>)  The fusion of the north and south equatorial currents along with water from the Gulf of Mexico form this warm current"	the Gulf Stream
129	27882	2009-12-29	JAVA, THE HUT	$800	Try a Kaffe Kreme at this shop where their coffee is as good as their doughnuts	Krispy Kreme
130	27883	2009-12-29	NAME THAT SPORT	$800	USAV	volleyball
131	27884	2009-12-29	"I CAN DO IT IN 5 ""NOTE""S"	$800	"It's the fractional music item seen <a href=""http://www.j-archive.com/media/2009-12-29_J_13.jpg"" target=""_blank"">here</a>"	a half-note
132	27885	2009-12-29	THE SMITHS	$1000	Rhodesian politician who declared independence from Great Britain	Ian Smith
133	27886	2009-12-29	BIBLE BOOKS BY QUOTATION	$1000	"""And when he had opened the seventh seal, there was silence in heaven about the space of half an hour"""	Revelation
134	27887	2009-12-29	YOU'RE ALL WET	$1000	The name of this ocean is derived from the name of a titan in Greek myth who was a brother of Prometheus	the Atlantic
135	27888	2009-12-29	JAVA, THE HUT	$1000	Have some joe at cafes named for this fictional Colombian who represents more than 500,000 coffee growers	Juan Valdez
136	27889	2009-12-29	NAME THAT SPORT	$1000	PBA, founded in 1958	bowling
137	27890	2009-12-29	"I CAN DO IT IN 5 ""NOTE""S"	$1000	To signify certain ideas in addition to the explicit meaning	connote
138	27891	2009-12-29	UNCIVIL UNREST	$400	"""This is the farewell kiss, you dog"", said Muntader al-Zaidi as he threw both of these at Pres. Bush in Dec. 2008"	his shoes
139	27892	2009-12-29	ACTORS & THEIR ROLES	$400	Colonel Claus von Stauffenberg & Ron Kovic	Tom Cruise
140	27893	2009-12-29	MEALTIME LIT	$400	Perhaps Mr. Capote feasted on French toast while writing this 1958 tale of Miss Golightly	Breakfast at Tiffany's
141	27894	2009-12-29	"BRAND ""X"""	$400	"This brand's packages were originally labeled ""sanitary cold cream remover"""	Kleenex
142	27895	2009-12-29	WE HAWK OLD INVENTIONS	$400	He got movable type moving, & there are only about 40 of his 1450s Bible left!  Act now!	Gutenberg
143	27896	2009-12-29	LITTLE-USED WORDS	$400	A malison is a curse; a benison is this	a blessing
144	27897	2009-12-29	UNCIVIL UNREST	$800	The decidedly misnamed Avenue of Eternal Peace on this square was the site of deadly protests in 1989	Tiananmen Square
145	27898	2009-12-29	ACTORS & THEIR ROLES	$800	Tinkerbell & Erin Brockovich	Julia Roberts
146	27899	2009-12-29	MEALTIME LIT	$800	William Inge may have needed bug repellent while writing this 1953 play	Picnic
147	27900	2009-12-29	"BRAND ""X"""	$800	"Pursue perfection with this make of car, whose logo is seen <a href=""http://www.j-archive.com/media/2009-12-29_DJ_04.jpg"" target=""_blank"">here</a>"	Lexus
148	27901	2009-12-29	WE HAWK OLD INVENTIONS	$800	In December 1877 editors of Sci. American checked out his cylinder phonograph; the sentimental value alone is huge!	Edison
149	27902	2009-12-29	LITTLE-USED WORDS	$800	The cholesterol-conscious may order a glair omelet, glair meaning this	egg-white
150	27903	2009-12-29	UNCIVIL UNREST	$1200	"Seen <a href=""http://www.j-archive.com/media/2009-12-29_DJ_13.jpg"" target=""_blank"">here</a> is an illustration of <a href=""http://www.j-archive.com/media/2009-12-29_DJ_13a.jpg"" target=""_blank"">this</a> 1773 protest"	the Boston Tea Party
151	27904	2009-12-29	ACTORS & THEIR ROLES	$1200	Larry Gigli & George Reeves	Ben Affleck
152	27905	2009-12-29	MEALTIME LIT	$1200	"Anne Tyler sported a full menu when she wrote the bestselling ""Dinner at"" this ""Restaurant"""	Dinner at the Homesick Restaurant
153	27906	2009-12-29	"BRAND ""X"""	$1200	This Mars candy bar is 2 fingers of cookie, caramel & chocolate	Twix
154	27907	2009-12-29	WE HAWK OLD INVENTIONS	$1200	"We have a certain ""view"" of this guy who 1st perfected his ""quick freeze machine"" for fish in 1926; enjoy our 1/2-priced halibut!"	(Clarence) Birdseye
155	27908	2009-12-29	LITTLE-USED WORDS	$3,600	An horologe is any device that gives you this information	time
156	27909	2009-12-29	UNCIVIL UNREST	$1600	Washington, D.C. & Seattle have been targets of heated protests against the World Bank & the IMF, short for this	International Monetary Fund
157	27910	2009-12-29	ACTORS & THEIR ROLES	$1600	Elizabeth Swann & Elizabeth Bennet	Keira Knightley
158	27911	2009-12-29	MEALTIME LIT	$1600	"After ""The Hitchhiker's Guide to the Galaxy"", he served up ""The Long Dark Tea-Time of the Soul"""	Douglas Adams
159	27912	2009-12-29	"BRAND ""X"""	$1600	This company's Jack Kilby created the first integrated circuit back in 1958	Texas Instruments
160	27913	2009-12-29	WE HAWK OLD INVENTIONS	$1600	Within 10 years of inventing the steel plow in 1837, he was producing 1,000 annually; nothing runs like...	John Deere
161	27914	2009-12-29	LITTLE-USED WORDS	$1600	Dundrearies are long these worn with a hairless chin	sideburns
162	27915	2009-12-29	UNCIVIL UNREST	$2000	These 1886 Chicago riots involved strikers from the McCormick Reaper Works	the Haymarket Riots
163	27916	2009-12-29	ACTORS & THEIR ROLES	$2000	Wyatt Earp & Snake Plissken	Kurt Russell
164	27917	2009-12-29	MEALTIME LIT	$2000	"We hope William S. Burroughs was clothed while writing this tale of a trip to the ""interzone"""	Naked Lunch
165	27918	2009-12-29	"BRAND ""X"""	$3,600	Lesney Products, a London die-casting business, introduced this toy brand in 1953	Matchbox
166	27919	2009-12-29	WE HAWK OLD INVENTIONS	$2000	You can't put a price on this German's scale for classifying the relative hardness of minerals--but we can!	(Friedrich) Mohs
167	27920	2009-12-29	LITTLE-USED WORDS	$2000	One of these may have shapely futtocks: a futtock is a curved timber in its frame	a ship
168	27921	2009-12-28	FRANCE	$200	Local languages besides French include Provencal in Provence & this in Flanders	Flemish
169	27922	2009-12-28	DAYS OF THE WEEK	$200	Spanish: Lunes	Monday
170	27923	2009-12-28	BEN & JERRY'S FLAVORS	$200	This fan-suggested flavor is the first named for a rock legend	Cherry Garcia
171	27924	2009-12-28	"""HAL"""	$200	"Hebrew for ""praise God"", it's a shout of praise to God"	hallelujah
172	27925	2009-12-28	2001	$200	September 8: she defeats her younger sister 6-2, 6-4 to repeat as women's champion at the U.S. Open	Venus Williams
173	27926	2009-12-28	I'M SORRY DAVE	$200	Soccer fan Marc Anthony sent an apology to this L.A. Galaxy midfielder after missing his first game	David Beckham
174	27927	2009-12-28	FRANCE	$400	A part-iridium cylinder in France is the standard for this metric unit of mass (about 2.2 pounds)	a kilogram
175	27928	2009-12-28	DAYS OF THE WEEK	$400	French: Mardi	Tuesday
176	27929	2009-12-28	BEN & JERRY'S FLAVORS	$400	It's the rhyming name of Ben & Jerry's banana ice cream with fudge and walnuts	Chunky Monkey
177	27930	2009-12-28	"""HAL"""	$400	If you order hirame in a sushi bar, you'll get this North Atlantic fish	halibut
178	27931	2009-12-28	2001	$400	April 1: April fool! This former Serbian dictator surrenders to the police	Milošević
179	27932	2009-12-28	I'M SORRY DAVE	$400	"Chris Farley apologizes after a deer ruins this actor's car in ""Tommy Boy"""	David Spade
180	27933	2009-12-28	FRANCE	$600	(Sarah gives the clue from Omaha Beach.) The amphibious assault on Normandy took place at five beaches. The British landed at Gold and Sword, the Canadians at Juno, and the Americans at Omaha Beach and this beach to the west	Utah
181	27934	2009-12-28	DAYS OF THE WEEK	$600	German: Mittwoch	Wednesday
182	27935	2009-12-28	BEN & JERRY'S FLAVORS	$600	A sweet cream ice cream with fudge dinosaurs has this alliterative name, though it tastes better than coal	Fossil Fuel
183	27936	2009-12-28	"""HAL"""	$600	"This astronomer financed the 1687 publication of Isaac Newton's masterwork, the ""Principia"""	Edmund Halley
184	27937	2009-12-28	2001	$600	November 19: the establishment of this agency that cleared you to get on the plane that brought you to Los Angeles	the TSA (Transportation Security Administration)
185	27938	2009-12-28	I'M SORRY DAVE	$600	A 2008 Best Picture nominee hinges on whether a former president will apologize during an interview with this man	David Frost
186	27939	2009-12-28	FRANCE	$800	The oldest society of the Institut de France, it published its first dictionary in 1694	the (French) Academy
187	27940	2009-12-28	DAYS OF THE WEEK	$800	Dutch: Donderdag	Thursday
188	27941	2009-12-28	BEN & JERRY'S FLAVORS	$800	"The name of this West Indies island is followed by ""Me Crazy"" in the name of a pineapple sorbet"	Jamaica
189	27942	2009-12-28	"""HAL"""	$800	It's the medical term for bad breath	halitosis
190	27943	2009-12-28	2001	$800	"March 13: the U.S. bans meat imports from the EU due to outbreaks of this ""anatomical"" disease"	hoof-and-mouth
191	27944	2009-12-28	I'M SORRY DAVE	$800	"Before losing to David Cook, he sang ""Apologize"" with One Republic on the 2008 ""American Idol"" finale"	David Archuleta
192	27945	2009-12-28	FRANCE	$1000	In 1848 Louis Napoleon Bonaparte was elected president; in 1852 he took this name as Emperor	Napoleon III
