	index	Air Date	Category	Value	Question	Answer
44	95494	2004-12-31	"""X""s & ""O""s"	$1200	This stiff silken fabric is favored for bridal gowns, like Christina Applegate's in 2001	organza
45	95495	2004-12-31	DR. SEUSS AT THE MULTIPLEX	$1600	"<a href=""http://www.j-archive.com/media/2004-12-31_DJ_25.mp3"">Somewhere between truth & fiction lies Marco's reality... on Halloween, you won't believe you saw it on this St.</a>"	Mulberry Street
46	95496	2004-12-31	AIRLINE TRAVEL	$1600	In 2004 United launched this new service that features low fares & more seats per plane	Ted
47	95497	2004-12-31	THAT OLD-TIME RELIGION	$1600	With Mary I's accession in 1553 he ran to Geneva; he returned in 1559 & reformed the Church of Scotland	(John) Knox
48	95498	2004-12-31	MUSICAL TRAINS	$1600	"This band's ""Train In Vain"" was a hidden track on its original 1979 ""London Calling"" album"	The Clash
49	95499	2004-12-31	"""X""s & ""O""s"	$1600	Cross-country skiing is sometimes referred to by these 2 letters, the same ones used to denote 90 in Roman numerals	XC
50	95500	2004-12-31	DR. SEUSS AT THE MULTIPLEX	$2000	"<a href=""http://www.j-archive.com/media/2004-12-31_DJ_24.mp3"">""500 Hats""... 500 ways to die.  On July 4th, this young boy will defy a king... & become a legend</a>"	Bartholomew Cubbins
51	95501	2004-12-31	AIRLINE TRAVEL	$2000	"In the seat pocket you'll find the catalog called ""Sky"" this, with must-haves like a solar-powered patio umbrella"	Mall
52	95502	2004-12-31	THAT OLD-TIME RELIGION	$3,200	In 1534 he & his buddy Francis Xavier founded the Society of Jesus	(St. Ignatius) Loyola
53	95503	2004-12-31	MUSICAL TRAINS	$2000	"In 1961 James Brown announced ""all aboard"" for this train"	"""Night Train"""
54	95504	2004-12-31	"""X""s & ""O""s"	$2000	This 1797 imbroglio began when 3 French agents demanded a huge bribe from U.S. diplomats	the XYZ Affair
55	95505	2004-12-30	MEN & WOMEN OF SCIENCE	$200	In 1925 this American anthropologist first visited Samoa; she wrote a book about it 3 years later	Margaret Mead
56	95506	2004-12-30	SNOWY SONGS	$200	"This guy ""knew that the sun was out that day, so he said, 'let's run and have some fun now before I melt away'"""	Frosty the Snowman
57	95507	2004-12-30	1-2	$200	"You could be giving someone the ol' 1-2 with a left hook & an uppercut in this ""sweet science"""	boxing
58	95508	2004-12-30	THE SOUTHERNMOST NATION	$200	India, Italy,  Iceland	India
59	95509	2004-12-30	CLUB ME	$200	To join England's venerable Carlton Club, Margaret Thatcher had to be made an honorary one of these	a man
60	95510	2004-12-30	"THIS ""BUD""'S FOR YOU"	$200	It's the practice of pairing swimmers, with each responsible for the other's safety	the buddy system
61	95511	2004-12-30	MEN & WOMEN OF SCIENCE	$400	In 1909, after 7 years with the Swiss Patent Office, he became a professor at the University of Zurich	Albert Einstein
62	95512	2004-12-30	SNOWY SONGS	$400	"Title that follows ""the fire is slowly dying, and, my dear, we're still goodbye-ing, but as long as you love me so..."""	"""Let It Snow (Let It Snow, Let It Snow)"""
63	95513	2004-12-30	1-2	$400	As Ernestine, it's what Lily Tomlin usually said before she reached the party to whom she was speaking	one ringie-dingie, two ringie-dingie
64	95514	2004-12-30	THE SOUTHERNMOST NATION	$400	Zaire, Zimbabwe, Zambia	Zimbabwe
65	95515	2004-12-30	CLUB ME	$400	"For many years, Henny Youngman received much of his fan mail at this comedy ""club"" found on NYC's East 55th Street"	the Friar's Club
66	95516	2004-12-30	"THIS ""BUD""'S FOR YOU"	$400	In 1873 3 adjoining cities united with Margaret Island to form this city, now a world capital	Budapest
67	95517	2004-12-30	MEN & WOMEN OF SCIENCE	$600	In the 1870s this French chemist demonstrated that anthrax was caused by a particular bacillus	Pasteur
68	95518	2004-12-30	SNOWY SONGS	$600	"He ""looked out on the feast of Stephen, when the snow lay round about, deep and crisp and even"""	Good King Wenceslas
69	95519	2004-12-30	1-2	$600	"The poem that begins with this line includes ""11, 12 dig and delve"""	one two, buckle my shoe
70	95520	2004-12-30	THE SOUTHERNMOST NATION	$600	The United Arab Emirates, The United Kingdom, The Federated States of Micronesia	Micronesia
71	95521	2004-12-30	CLUB ME	$600	"It's the ""happy"" name for a group of college singers who perform short pieces of choral music"	a glee club
72	95522	2004-12-30	"THIS ""BUD""'S FOR YOU"	$600	"An 1876 Montana battle between the U.S. Army & the Sioux, or the last word ""Citizen Kane"" utters before dying"	Rosebud
73	95523	2004-12-30	MEN & WOMEN OF SCIENCE	$500	In the 1930s this California transplant posthumously received plant patents No. 12-16	Luther Burbank
74	95524	2004-12-30	SNOWY SONGS	$800	"""In the lane snow is glistening, a beautiful sight, we're happy tonight"" in this place"	a winter wonderland
75	95525	2004-12-30	1-2	$800	"The Lennon Sisters are featured on his album ""A-One A-Two"""	Lawrence Welk
76	95526	2004-12-30	THE SOUTHERNMOST NATION	$800	Chile, South Africa, Malaysia	Chile
77	95527	2004-12-30	CLUB ME	$800	The Baum Bugle is the newsletter of the international club for fans of this tale	The Wizard of Oz
78	95528	2004-12-30	"THIS ""BUD""'S FOR YOU"	$800	He preached his first sermon to 5 disciples in a park near the holy city of Varanasi	Buddha
79	95529	2004-12-30	MEN & WOMEN OF SCIENCE	$1000	"The ""Hans""-on work of this biochemist born in 1900 unraveled the mystery of the citric acid cycle"	Hans Krebs
80	95530	2004-12-30	SNOWY SONGS	$1000	"In ""I'll be home for Christmas"", ""please have"" these 2 rhyming items ""and presents on the tree"""	snow and mistletoe
81	95531	2004-12-30	1-2	$1000	At the 2002 Winter Olympics, with Kati Wilhelm & Uschi Disl this country took 1 & 2 in the women's 7.5K biathlon	Germany
82	95532	2004-12-30	THE SOUTHERNMOST NATION	$1000	Nicaragua, Panama, Honduras	Panama
83	95533	2004-12-30	CLUB ME	$1000	Founded in 1795, this Harvard club is famed for its theatricals	the Hasty Pudding Club
84	95534	2004-12-30	"THIS ""BUD""'S FOR YOU"	$1000	"His name precedes ""Foretopman"" in the title of a 19th century novel"	Billy Budd
85	95535	2004-12-30	DEISGN	$400	In 1965 aeronautical engineer Own MacLaren made a folding aluminum one of these for his parents	a stroller
86	95536	2004-12-30	MOVIE ROLE IN COMMON	$400	Richard Harris & Michael Gambon: this wizard at Harry Potter's school	Dumbledore
87	95537	2004-12-30	PULPIT FICTION	$400	In this work, the Reverend Arthur Dimmesdale is revealed as the father of Hester Prynne's daughter Pearl	The Scarlet Letter
88	95538	2004-12-30	RELATED WORDS	$400	"""Caustic"" is related to this murderous term, subject of a U.S. Memorial Museum"	holocaust
89	95539	2004-12-30	"""R"" MAN"	$400	"He is the groundbreaking second baseman seen <a href=""http://www.j-archive.com/media/2004-12-30_DJ_08.jpg"" target=""_blank"">here</a> in 1946"	Jackie Robinson
90	95540	2004-12-30	IN HAVANA	$400	Treasures of the Havana City Museum include a throne room built for the king of this country, but never used	Spain
91	95541	2004-12-30	DEISGN	$800	"Henry Dreyfuss' ""300"" of 1937 was one of these with the mouthpiece and earpiece in a single bakelite shell"	a telephone
92	95542	2004-12-30	MOVIE ROLE IN COMMON	$800	Brian Cox & Anthony Hopkins: this movie villain	Hannibal Lecter
93	95543	2004-12-30	PULPIT FICTION	$800	The archvillainous archdeacon Claude Frollo plots his schemes in this work	The Hunchback of Notre Dame
94	95544	2004-12-30	RELATED WORDS	$800	One who's loquacious or eloquent can't resist making one of these monologues when he's alone	soliloquy
95	95545	2004-12-30	"""R"" MAN"	$800	Mount Rushmore was finished during this president's administration	Franklin Roosevelt
96	95546	2004-12-30	IN HAVANA	$4,500	In operation since 1845, Havana's Casa del Habaño employs 500 people 6 days a week making these	cigars
97	95547	2004-12-30	DEISGN	$1200	In 1972 this company introduced the SX-70, its first SLR model	Polaroid
98	95548	2004-12-30	MOVIE ROLE IN COMMON	$1200	Cary Grant & Kevin Kline: this American songwriter	Cole Porter
99	95549	2004-12-30	PULPIT FICTION	$1200	Minister Gruffydd is a central character in this inspiring 1939 novel about Welsh coal miners	How Green Was My Valley
100	95550	2004-12-30	RELATED WORDS	$2,500	Impeccable means without flaws (originally, sins); this word is a slight flaw (or sin)	peccadillo
101	95551	2004-12-30	"""R"" MAN"	$1200	There's a circus collection in the Sarasota Museum of Art named for this man	(John) Ringling
102	95552	2004-12-30	IN HAVANA	$1200	Havana sites associated with him include Hotel Ambos Mundos (where he wrote) & La Bodeguita (where he drank)	Ernest Hemingway
103	95553	2004-12-30	DEISGN	$1600	"Popular in the 1960s, <a href=""http://www.j-archive.com/media/2004-12-30_DJ_29.jpg"" target=""_blank"">this</a> brand made a comeback in 2001"	Vespa
104	95554	2004-12-30	MOVIE ROLE IN COMMON	$1600	Vanessa Redgrave & Keira Knightley: this queen	Guinevere
105	95555	2004-12-30	PULPIT FICTION	$1600	"The old priest Stephen Kumalo seeks his son in the urban sprawl of Johannesburg in this ""Beloved"" Alan Paton novel"	Cry, the Beloved Country
106	95556	2004-12-30	RELATED WORDS	$1600	This term for a servant or follower has the same French origin as a type of filet	minion
107	95557	2004-12-30	"""R"" MAN"	$1600	"This man hosts ""Meet the Press"", the USA's longest-running TV show"	Tim Russert
108	95558	2004-12-30	IN HAVANA	$1600	Until Castro's 1959 victory, what's now the Museum of the Revolution served as this man's presidential palace	(Fulgencio) Batista
109	95559	2004-12-30	DEISGN	$2000	Quick, raise a cup to Achille Gaggia, who created a domestic machine to make this in the late 1940s	espresso
110	95560	2004-12-30	MOVIE ROLE IN COMMON	$2000	Anthony Hopkins & Dan Hedaya: this political figure	Richard Nixon
111	95561	2004-12-30	PULPIT FICTION	$2000	Kiril Lakota is the Russian priest who is elevated to Pope in this 1963 Morris West novel	The Shoes of the Fisherman
112	95562	2004-12-30	RELATED WORDS	$2000	If you're lucky, your remuneration will be this, an adjective from the same Latin root	munificent
113	95563	2004-12-30	"""R"" MAN"	$2000	He helped overthrow Marcos & was later president of the Philippines himself	Fidel Ramos
114	95564	2004-12-30	IN HAVANA	$2000	"A 450' monument to this Cuban poet & ""Father of the Nation"" stands in Havana's Havana's Revolution Square"	José Martí
115	95565	2004-12-29	OFFICIAL STATE STUFF	$200	With this as its state beverage, there must be a lot of mustaches around Vermont	milk
116	95566	2004-12-29	CLASSIC SITCOM EPISODES	$200	"""Uncle Fester's Toupee"""	The Addams Family
117	95567	2004-12-29	U.S. NEWSPAPERS	$200	The Oregonian is a Portland paper & the Tennessean is from this city	Nashville
118	95568	2004-12-29	THE CALENDAR	$200	"In ""Marmion"" Sir Walter Scott wrote that this month's ""sky is chill and drear"" & its ""leaf is red and sear"""	November
119	95569	2004-12-29	B.C. TIMES	$200	He was about 45 when he invaded Britain in 55 B.C. & 50 when he conquered Gaul	Julius Caesar
120	95570	2004-12-29	"""HAPPY"" NEW YEAR"	$200	Early-evening period of reduced drink prices at the bar	happy hour
121	95571	2004-12-29	OFFICIAL STATE STUFF	$400	Wisconsin's state one of these is the muskellunge	fish
122	95572	2004-12-29	CLASSIC SITCOM EPISODES	$400	"""Marcia Gets Creamed"""	The Brady Bunch
123	95573	2004-12-29	U.S. NEWSPAPERS	$400	Name shared by the largest newspaper by circulation in Houston & San Francisco	the Chronicle
124	95574	2004-12-29	THE CALENDAR	$400	The U.S. team almost arrived late to the 1896 Olympics because this host country still used the old style calendar	Greece
125	95575	2004-12-29	B.C. TIMES	$400	In 1998 Egypt unveiled the results of its 10-year-long facelift on this landmark built around 2540 B.C.	the sphinx
126	95576	2004-12-29	"""HAPPY"" NEW YEAR"	$400	Title of Xaviera Hollander's 1972 bestseller	The Happy Hooker
127	95577	2004-12-29	OFFICIAL STATE STUFF	$600	South Carolina's state tree, it's also in the state's nickname	the palmetto
128	95578	2004-12-29	CLASSIC SITCOM EPISODES	$600	"""Goodnight, Seattle"""	Frasier
129	95579	2004-12-29	U.S. NEWSPAPERS	$600	Tulsa has The World; Boston has this depiction of the world	the Globe
130	95580	2004-12-29	THE CALENDAR	$600	Muslims began their calendar on the day Muhammad fled from Mecca to this city	Medina
131	95581	2004-12-29	B.C. TIMES	$600	Of the few extant plays from the great ancient playwrights, 2 are about this sister of Orestes	Electra
132	95582	2004-12-29	"""HAPPY"" NEW YEAR"	$600	3-word name used by the white man for Native American heaven	the happy hunting grounds
133	95583	2004-12-29	OFFICIAL STATE STUFF	$800	"This ""sagebrush state"" made the sagebrush its state flower"	Nevada
134	95584	2004-12-29	CLASSIC SITCOM EPISODES	$800	"""Granny Learns to Drive"""	The Beverly Hillbilliies
135	95585	2004-12-29	U.S. NEWSPAPERS	$800	"If you're wondering, Cincinnati spells this newspaper with an ""E""; Philadelphia does it with an ""I"""	the Enquirer
136	95586	2004-12-29	THE CALENDAR	$2,500	The Jewish calendar is now on the year 5765 counting from the date of this	the Creation
137	95587	2004-12-29	B.C. TIMES	$800	During the Third Punic War, Rome destroyed this city, killing many & enslaving 50,000	Carthage
138	95588	2004-12-29	"""HAPPY"" NEW YEAR"	$800	2-word title of the Turtles tune taken to the top in 1967	"""Happy Together"""
139	95589	2004-12-29	OFFICIAL STATE STUFF	$1000	"Washington's song is ""Washington My Home""; West Virginia's is a little longer: ""West Virginia, Home"" this"	Sweet Home
140	95590	2004-12-29	CLASSIC SITCOM EPISODES	$1000	"""A Father's Day for Mr. Wilson"""	Dennis the Menace
141	95591	2004-12-29	U.S. NEWSPAPERS	$1000	Fort Lauderdale has the Sun-Sentinel; Fort Worth has the this-Telegram	the Star-Telegram
142	95592	2004-12-29	THE CALENDAR	$1000	Number of days into the year on which you hit Groundhog Day	33
143	95593	2004-12-29	B.C. TIMES	$1000	"We never ""Tyre"" of hearing about the seafarers with this Greek name whose major cities included Sidon & Byblos"	the Phoenicians
144	95594	2004-12-29	"""HAPPY"" NEW YEAR"	$1000	She was married to the 41st vice president of the U.S.	Happy Rockefeller
145	95595	2004-12-29	FILMS OF THE '50s	$400	"This James Dean film was advertised with the line ""Teenage terror torn from today's headlines"""	Rebel Without a Cause
146	95596	2004-12-29	SCULPTURE	$400	"c. 1415 Donatello sculpted ""St. George"" & the relief under it, ""St. George Slaying"" this mythical beast"	the dragon
147	95597	2004-12-29	A KNIGHT TO REMEMBER	$400	"One of the goals in the ""Star Wars Galaxies"" video game is to become one of these knights"	a Jedi
148	95598	2004-12-29	HAMLET	$400	There would be one more corpse in the last scene if Hamlet didn't stop Horatio from doing this	drinking poison
149	95599	2004-12-29	TO B OR NOT TO B	$400	Slang for liquor, or something thicker	booze or ooze
150	95600	2004-12-29	FILMS OF THE '50s	$800	"""You just can't imagine the thrill of shooting the curl"", said this 1959 Sandra Dee character"	Gidget
151	95601	2004-12-29	SCULPTURE	$800	This famous statue of Aphrodite now in the Louvre was discovered on an island in the Aegean in 1820	the Venus de Milo
152	95602	2004-12-29	A KNIGHT TO REMEMBER	$800	"The full name of the crusading Knights Templar was ""The Poor Fellow-soldiers of Christ and of"" this man's ""Temple"""	Solomon
153	95603	2004-12-29	HAMLET	$800	"Subject of the lines in the first scene, ""'Tis here!"" ""'Tis here!"" ""'Tis gone!"""	Hamlet's ghost
154	95604	2004-12-29	TO B OR NOT TO B	$800	To collide with, or a sports official you shouldn't do it to	bump or ump
155	95605	2004-12-29	FILMS OF THE '50s	$1200	In this film Marilyn Monroe famously stepped on a subway grating in a billowy white dress	The Seven Year Itch
156	95606	2004-12-29	SCULPTURE	$1200	"In this movement, which is French for ""hobby horse"", sculptures are made of such items as machine parts"	Dadaism
157	95607	2004-12-29	A KNIGHT TO REMEMBER	$1200	In this film classic, Max von Sydow is a knight who takes on death in a game of chess	The Seventh Seal
158	95608	2004-12-29	HAMLET	$1200	"We bet the line about Hamlet being sent to this country whose ""men are as mad as he"" got laughs at the Globe"	England
159	95609	2004-12-29	TO B OR NOT TO B	$1200	"Pleading with someone to do something, or urging him ""on"" to do it"	begging or egging
160	95610	2004-12-29	"""S""CIENCE"	$6,000	"A ""super"" theory in physics has everything made up of tiny these vibrating under immense tension"	strings
161	95611	2004-12-29	FILMS OF THE '50s	$1600	Mean Ray Milland hires a hit man to kill his wife Grace Kelly in this Hitchcock classic	Dial M for Murder
162	95612	2004-12-29	SCULPTURE	$1600	In 1937 this British sculptor said that he associated the openings in his hole-y works with caves	Henry Moore
163	95613	2004-12-29	A KNIGHT TO REMEMBER	$1600	Hyphenated term for a man who wanders the countryside doing chivalric deeds	knight-errant
164	95614	2004-12-29	HAMLET	$1600	"The text in this 1623 volume includes possible ad libs by actors, like a sudden cry of ""O, vengeance!"""	the First Folio
165	95615	2004-12-29	TO B OR NOT TO B	$2,000	A year-end sum of money you don't expect, or a burden you don't want	bonus or onus
166	95616	2004-12-29	"""S""CIENCE"	$2000	"Seen <a href=""http://www.j-archive.com/media/2004-12-29_DJ_27.jpg"" target=""_blank"">here</a> is the characteristic chain arrangement of these bacteria"	streptococci
167	95617	2004-12-29	FILMS OF THE '50s	$2000	Leslie Caron is the waif who captures Louis Jourdan's heart in this 1958 classic	Gigi
168	95618	2004-12-29	SCULPTURE	$2000	A 1788 marble statue of George Washington sculpted by this Frenchman stands in Virginia's State Capitol building	Jean-Antoine Houdon
169	95619	2004-12-29	A KNIGHT TO REMEMBER	$2000	This German knight & minstrel who died in 1270 is the title subject of an 1845 opera by Richard Wagner	Tannhäuser
170	95620	2004-12-29	HAMLET	$2000	"4-word quote that precedes & rhymes with ""Wherein I'll catch the conscience of the king"""	The play's the thing
171	95621	2004-12-29	TO B OR NOT TO B	$2000	Soothing salves, or handouts that can be almost as pleasant	balms or alms
172	95622	2004-12-28	BACK IN '65	$200	Before crashing on Feb. 20, 1965, Ranger 8 sent back 7,137 photos of this, the last one, we guess, an extreme close-up	the moon
173	95623	2004-12-28	ONWARD CHRISTIAN SLATER	$200	1989: Christian & Winona Ryder plot to kill their high school classmates	Heathers
174	95624	2004-12-28	COLLEGE BOWL	$200	When completed in 1923, this Ann Arbor school's Yost Field House was the first field house on a college campus	the University of Michigan
175	95625	2004-12-28	SPECS & THE CITY	$200	Its airport, named  for 2 of its past mayors, is the world's busiest passenger airport	Atlanta
176	95626	2004-12-28	LOOK WHAT CAME IN THE MAIL	$200	It's the classic pansy greeting card from this company that (ahem) now sends actual flowers, too	Hallmark
177	95627	2004-12-28	RHYME TIME	$200	Term used about a baseball team that's hot until the end of May then collapses	June swoon
178	95628	2004-12-28	BACK IN '65	$400	It was consecrated in 1065; William the Conqueror was crowned in it in 1066	Westminster Abbey
179	95629	2004-12-28	ONWARD CHRISTIAN SLATER	$400	1988: Christian & Jeff Bridges try to start up an independent automaker	Tucker: The Man and His Dream
180	95630	2004-12-28	COLLEGE BOWL	$400	From 1953 to 1991 the University of Leipzig was named for this co-founder of scientific socialism	Karl Marx
181	95631	2004-12-28	SPECS & THE CITY	$400	Of the 10 most populous U.S. cities, this Michigan city has the highest percentage of African-Americans	Detroit
182	95632	2004-12-28	LOOK WHAT CAME IN THE MAIL	$400	"I sent back ""The Cooler"" & got ""Something's Gotta Give"" from this service founded in 1997"	Netflix
183	95633	2004-12-28	RHYME TIME	$400	If you have a grudge against Clinton, you bear Bill this feeling	ill will
184	95634	2004-12-28	BACK IN '65	$600	On April 3, 1865 Union general Godfrey Weitzel accepted the surrender of this city	Richmond
185	95635	2004-12-28	ONWARD CHRISTIAN SLATER	$600	1986: Christian & Sean Connery solve a mysterious murder at a medieval monastery	The Name of the Rose
186	95636	2004-12-28	COLLEGE BOWL	$600	"The athletic teams of Brown are known by this nickname; the ones at Berkeley are ""golden"""	bears
187	95637	2004-12-28	SPECS & THE CITY	$600	With 126,000 daily copies, this city's La Opinion is the USA's top-selling non-English newspaper	Los Angeles
188	95638	2004-12-28	LOOK WHAT CAME IN THE MAIL	$600	Hey! In California you're only supposed to get one of these calls to the courthouse every 12 months	(a summons for) jury duty
189	95639	2004-12-28	RHYME TIME	$600	A person who dresses & behaves like a member of the opposite sex	a gender bender
190	95640	2004-12-28	BACK IN '65	$800	This future college town in New Hampshire was settled in 1765 & probably named for the British Royal House	Hanover
191	95641	2004-12-28	ONWARD CHRISTIAN SLATER	$800	2001: Christian & Kevin Costner dress like Elvis to rob a casino	Three Thousand Miles to Graceland
192	95642	2004-12-28	COLLEGE BOWL	$1,500	Noah Webster was a co-founder of this Mass. college that administers the Folger Shakespeare Library	Amherst
193	95643	2004-12-28	SPECS & THE CITY	$800	About 600 miles from the mouth of the river, this Tennessee city of 650,000 is the largest on the Mississippi	Memphis
194	95644	2004-12-28	LOOK WHAT CAME IN THE MAIL	$800	In the U.S. 4 bil. solicitations go out a year asking customers to acquire these & 99.5% get no response	credit cards
195	95645	2004-12-28	RHYME TIME	$800	No one would apply this term for a drab or unattractive woman to actress Seymour	plain jane
196	95646	2004-12-28	BACK IN '65	$1000	"A 1665 work by this Dutch artist shows his common-law wife, Hendrickje, as ""Juno"""	Rembrandt
197	95647	2004-12-28	ONWARD CHRISTIAN SLATER	$1000	1996: Christian & Samantha Mathis try to prevent John Travolta from stealing nuclear missiles	Broken Arrow
198	95648	2004-12-28	COLLEGE BOWL	$1000	In 1893 the Columbia Institution for the Instruction of the Deaf, Dumb & Blind became this	Gallaudet
199	95649	2004-12-28	SPECS & THE CITY	$1000	Home to the Air Force Academy, this city has the highest elevation of any city that's home to a U.S. service academy	Colorado Springs
