	index	Air Date	Category	Value	Question	Answer
60	68679	2006-12-28	19th CENTURY FACES	$200	"The life of <a href=""http://www.j-archive.com/media/2006-12-28_J_26.jpg"" target=""_blank"">this</a> man has not been greatly exaggerated"	Mark Twain (Samuel Clemens)
61	68680	2006-12-28	ACTUAL MLB BROADCAST QUOTES	$200	"""Boros is not with the team...because he's attending his daughter's funeral. Oh, wait, it's her"" this, another big day"	wedding
62	68681	2006-12-28	NUMERAL-OLOGY	$200	In order to deliver mail more efficiently, the USPS added this many new digits to existing ZIP codes in 1983	four
63	68682	2006-12-28	BIBLICAL RHYME TIME	$200	Long-suffering man's dressing gowns	Job's robes
64	68683	2006-12-28	WORLD CURRENCY	$200	"The name of this Maltese currency comes from the Latin libra, meaning ""pound"""	lira
65	68684	2006-12-28	WORD ORIGINS	$200	"This kind of dummy often displays women's clothes, though its name comes from the Dutch for ""little man"""	mannequin
66	68685	2006-12-28	19th CENTURY FACES	$400	"People went ape after <a href=""http://www.j-archive.com/media/2006-12-28_J_27.jpg"" target=""_blank"">his</a> groundbreaking 1859 publication"	Charles Darwin
67	68686	2006-12-28	ACTUAL MLB BROADCAST QUOTES	$400	"At then-Royals Stadium, in Kansas City: ""The sky is so clear today, you can see all the way to"" this state"	Missouri
68	68687	2006-12-28	NUMERAL-OLOGY	$400	In fluid measurements, 1 pint equals this many cups	two
69	68688	2006-12-28	BIBLICAL RHYME TIME	$400	First woman's minor annoyances	Eve's peeves
70	68689	2006-12-28	WORLD CURRENCY	$400	The lat, equivalent to 100 santims, is the currency of--yep, you guessed it--this country	Latvia
71	68690	2006-12-28	WORD ORIGINS	$2,000	"(<a href=""http://www.j-archive.com/media/2006-12-28_J_13.jpg"" target=""_blank"">Sarah of the Clue Crew helps with an image on a monitor.</a>)  The pair of Greek letters seen here inspired this eight-letter English word that's a cornerstone of the English language"	alphabet
72	68691	2006-12-28	19th CENTURY FACES	$600	"This American seen <a href=""http://www.j-archive.com/media/2006-12-28_J_28.jpg"" target=""_blank"">here</a> might have left the light on for you"	Thomas Edison
73	68692	2006-12-28	ACTUAL MLB BROADCAST QUOTES	$600	"""Rich Folkers is throwing up in"" this warmup area"	bullpen
74	68693	2006-12-28	NUMERAL-OLOGY	$600	When scoring in bowling, if you make 3 strikes in your first 3 rolls, this is the number that goes in the first box	30
75	68694	2006-12-28	BIBLICAL RHYME TIME	$600	Naomi's daughter-in-law's tanning rooms	Ruth's booths
76	68695	2006-12-28	WORLD CURRENCY	$600	This S. American country's currency is the real thing; the real was also once used in Portugal	Brazil
77	68696	2006-12-28	WORD ORIGINS	$600	"This musical instrument's name may be influenced by ""hurly-burly"", a Scots word meaning ""uproar""."	hurdy-gurdy
78	68697	2006-12-28	19th CENTURY FACES	$800	"19th century man of steel, seen <a href=""http://www.j-archive.com/media/2006-12-28_J_29.jpg"" target=""_blank"">here</a>"	Andrew Carnegie
79	68698	2006-12-28	ACTUAL MLB BROADCAST QUOTES	$800	"""Well, it looks like"" this mid-season ""balloting is over, especially in the National & American leagues"""	All-Star voting
80	68699	2006-12-28	NUMERAL-OLOGY	$800	Any solution with a pH less than this number is acidic; if it's more, it's alkaline	seven
81	68700	2006-12-28	BIBLICAL RHYME TIME	$800	Precious stones belonging to Noah's oldest son	Shem's gems
82	68701	2006-12-28	WORLD CURRENCY	$800	In 1964, a country on this continent abandoned the pound & introduced the leone	Africa
83	68702	2006-12-28	WORD ORIGINS	$800	"This type of tower is usually seen in Asia, but its name comes from a Portuguese word for ""temple"""	pagoda
84	68703	2006-12-28	19th CENTURY FACES	$1000	"They're the famous  Librettist and composer duo, seen <a href=""http://www.j-archive.com/media/2006-12-28_J_30.jpg"" target=""_blank"">here</a>"	W.S. Gilbert & Arthur Sullivan
85	68704	2006-12-28	ACTUAL MLB BROADCAST QUOTES	$1000	"""If"" this all-time hit king ""brings the Reds in, they ought to bronze him & put him in cement"""	Pete Rose
86	68705	2006-12-28	NUMERAL-OLOGY	$1000	"(Kelly of the Clue Crew presents.) When I hold up all the fingers on one hand, the v-shape <a href=""http://www.j-archive.com/media/2006-12-28_J_11.jpg"" target=""_blank"">here</a> is thought to be the origin of a V representing this."	(Roman numeral) five
87	68706	2006-12-28	BIBLICAL RHYME TIME	$1000	Gospel writer's quirks of fate	Luke's flukes
88	68707	2006-12-28	WORLD CURRENCY	$1000	This Angolan currency introduced in 1977 was named for a river, not a late December holiday	kwanzaa
89	68708	2006-12-28	WORD ORIGINS	$1000	"The name of this almond paste confection is derived in part from an Italian word for ""candy box"""	marzipan
90	68709	2006-12-28	FARGO	$400	Fargo, North Dakota was named for a partner in this stagecoach express line	Wells Fargo
91	68710	2006-12-28	MILLER'S CROSSING	$400	"He wrote the script for the 1961 film ""The Misfits"""	Arthur Miller
92	68711	2006-12-28	THE LADYKILLERS	$400	In 1841, crowds gathered on NYC docks to get the (not good) news of the fate of this author's Little Nell	Charles Dickens
93	68712	2006-12-28	BLOOD SIMPLE	$400	In 1920, King Alexander of Greece, bitten by a monkey, died of septicemia, also called by this 2-word name	blood poisoning
94	68713	2006-12-28	THE MAN WHO WASN'T THERE	$400	"Trim off ""man"" from a word for humanity & you get this 4-letter adjective meaning considerate or gentle"	kind
95	68714	2006-12-28	THE COEN BROTHERS	$400	The Coens were nominated for a 2000 screenwriting Oscar for this film that starred George Clooney	O Brother, Where Art Thou?
96	68715	2006-12-28	FARGO	$3,600	With this state's Moorhead, Fargo forms a metro area of about 180,000	Minnesota
97	68716	2006-12-28	MILLER'S CROSSING	$800	"Country legend who wrote & sang ""King of the Road"""	Roger Miller
98	68717	2006-12-28	THE LADYKILLERS	$5,000	"He wrote, ""The fish had moved away. It swallowed the woman's limb without chewing"""	Peter Benchley
99	68718	2006-12-28	BLOOD SIMPLE	$800	A type of high-tech TV screen shares its name with this straw-colored fluid of the blood	plasma
100	68719	2006-12-28	THE MAN WHO WASN'T THERE	$800	"Chop ""man"" from a term for a band's lead singer & get this word for a place where 2 air masses meet"	front
101	68720	2006-12-28	THE COEN BROTHERS	$800	"Joel Coen is married to this actress who starred in ""Fargo"", don'tcha know"	Frances McDormand
102	68721	2006-12-28	FARGO	$1200	Also known as a plains buffalo, it's the logo & nickname of North Dakota State's athletic teams	bison
103	68722	2006-12-28	MILLER'S CROSSING	$1200	"In a letter to Anais Nin, he wrote, ""Was all this so wonderful only because it was brief and stolen?"""	Henry Miller
104	68723	2006-12-28	THE LADYKILLERS	$1200	This author's character Lennie is stroking the hair of Curley's wife when things go wrong	John Steinbeck
105	68724	2006-12-28	BLOOD SIMPLE	$1200	The inherited absence of the blood-clotting agent known as factor VIII leads to this disease	hemophilia
106	68725	2006-12-28	THE MAN WHO WASN'T THERE	$1200	"Snip ""man"" from a term for a junior or senior in college & get this term for something of high social rank"	upper-class
107	68726	2006-12-28	THE COEN BROTHERS	$1200	This 1987 comedy starred Nicolas Cage & Holly Hunter as baby snatchers	Raising Arizona
108	68727	2006-12-28	FARGO	$1600	This home run slugger's museum has his 1961 Hickok Pro Athlete of the Year Award & a replica of his Yankee locker	Roger Maris
109	68728	2006-12-28	MILLER'S CROSSING	$1600	In 2000, Georgia's governor appointed this man to fill the seat of deceased U.S. senator Paul Coverdell	Zell Miller
110	68729	2006-12-28	THE LADYKILLERS	$1600	"In his ""An American Tragedy"", Clyde muses that Roberta ""could not swim-- could not swim-- could not swim"""	Theodore Dreiser
111	68730	2006-12-28	BLOOD SIMPLE	$1600	Much of this organ's blood comes from the hepatic artery	liver
112	68731	2006-12-28	THE MAN WHO WASN'T THERE	$1600	"Take ""man"" away from a term for a type of nighttime secruity guard & you get this type of timepiece"	watch
113	68732	2006-12-28	THE COEN BROTHERS	$1600	This 1998 effort had Jeff Bridges mistaken for a millionaire of the same name	The Big Lebowski
114	68733	2006-12-28	FARGO	$2000	This railroad, the NP, built a line that reached Fargo in 1872 & as far as Bismarck a year later	Northern Pacific
115	68734	2006-12-28	MILLER'S CROSSING	$2000	"He changed the world of comic books with ""Batman: The Dark Knight Returns"" & ""Sin City"""	Frank Miller
116	68735	2006-12-28	THE LADYKILLERS	$2000	"Winifred Utley is clubbed dead in ""A Season in Purgatory"" by this Vanity Fair murder journalist"	Dominick Dunne
117	68736	2006-12-28	BLOOD SIMPLE	$2000	"O- is the universal donor blood type & we're ""positive"" that this blood type is the ""universal recipient"""	AB
118	68737	2006-12-28	THE MAN WHO WASN'T THERE	$2000	"Bite away ""man"" from a fancy word for someone fond of his food & get this word for edibles like squash or melons"	gourd
119	68738	2006-12-28	THE COEN BROTHERS	$2000	"An early writing effort from Ethan & Joel was 1985's ""Crimewave"", penned for this man who directed ""Spider-Man"""	Sam Raimi
120	68739	2006-12-27	ARCHAEOLOGY	$200	Digging in Jerusalem, Eilat Mazar believes she has found the palace of this 10th century B.C. king	David
121	68740	2006-12-27	TV SHOWS BY CHARACTER	$200	Alice & Aloysius Snuffleupagus,  Count von Count,  Bob	Sesame Street
122	68741	2006-12-27	TOURING AMERICA	$200	"Things are ""O.K."" in this Arizona town, where you'll enter its Boot Hill graveyard through a gift shop"	Tombstone
123	68742	2006-12-27	NOTABLE WOMEN	$200	Sarah Weddington was the attorney who successfully argued this landmark Supreme Court case in 1973	Roe v. Wade
124	68743	2006-12-27	PEOPLE IN DANTE'S INFERNO	$200	Cassius & this other Roman betrayer/assassin are in the mouth of Satan	Brutus
125	68744	2006-12-27	MERRIAM-WEBSTER'S NEW WORDS FOR 2006	$200	It's about time this double-talk term for flashy & expensive jewelry was added	bling-bling
126	68745	2006-12-27	ARCHAEOLOGY	$400	The first ship completely excavated on the sea bed dates from 1200 B.C., this age; the metal was much of its cargo	bronze
127	68746	2006-12-27	TV SHOWS BY CHARACTER	$400	Michael Scott, Dwight Schrute, Pam Beesly	The Office
128	68747	2006-12-27	TOURING AMERICA	$400	In Glen Echo, Maryland, tour the former headquarters of the American branch of this, housed in Clara Barton's home	The Red Cross
129	68748	2006-12-27	NOTABLE WOMEN	$400	The eminent British archaeologist Dorothy Garrod was the first female professor at this British university	Cambridge
130	68749	2006-12-27	PEOPLE IN DANTE'S INFERNO	$400	Referred to by Dante as the Scourge of Earth, he attacked the Roman Empire throughout the 5th century	Attila the Hun
131	68750	2006-12-27	MERRIAM-WEBSTER'S NEW WORDS FOR 2006	$400	New in medical terms is this 2-word surgical procedure sometimes called stomach stapling	a gastric bypass
132	68751	2006-12-27	ARCHAEOLOGY	$600	"The Acheulian (Bless me!) tradition of Paleolithic times had as its main tool a ""hand"" one of these"	an ax
133	68752	2006-12-27	TV SHOWS BY CHARACTER	$600	Richard Kimble, Philip Gerard, Fred Johnson	The Fugitive
134	68753	2006-12-27	TOURING AMERICA	$600	Sew up your trip to Tennessee by visiting this President's home & tailor shop in Greeneville	Andrew Johnson
135	68754	2006-12-27	NOTABLE WOMEN	$600	After earning a law degree from Trinity College, Mary Robinson became the first woman president of this nation	Ireland
136	68755	2006-12-27	PEOPLE IN DANTE'S INFERNO	$600	Considering herself the daughter of the sun god Re, this queen can be found with the sexual sinners	Cleopatra
137	68756	2006-12-27	MERRIAM-WEBSTER'S NEW WORDS FOR 2006	$600	It can be music or a sound effect, but it lets you know you have an incoming cell-phone call	a ringtone
138	68757	2006-12-27	ARCHAEOLOGY	$800	The 1930s find of huge stone heads brought to light this Mesoamerican people, not to be confused with the Toltecs	the Olmecs
139	68758	2006-12-27	TV SHOWS BY CHARACTER	$800	Detective Lennie Briscoe, Lt. Anita Van Buren, Dr. Emil Skoda	Law & Order
140	68759	2006-12-27	TOURING AMERICA	$500	In 2006 this battle site celebrated the 225th anniversary of a famous surrender	Yorktown
141	68760	2006-12-27	NOTABLE WOMEN	$800	In 1999 Nancy Mace became the first female graduate of this South Carolina Military Academy	The Citadel
142	68761	2006-12-27	PEOPLE IN DANTE'S INFERNO	$800	He tells Dante that instead of staying home with Penelope, he went off to sea again--glub, glub	Odysseus
143	68762	2006-12-27	MERRIAM-WEBSTER'S NEW WORDS FOR 2006	$800	This word can mean to increase the amount or extent of anything, not just your McDonald's fries	supersize
144	68763	2006-12-27	ARCHAEOLOGY	$1000	The Zhoukoudian excavations in China led to debate to whether this homo erectus knew how to use fire	Peking Man
145	68764	2006-12-27	TV SHOWS BY CHARACTER	$1000	Ted, Robin, Barney	How I Met Your Mother
146	68765	2006-12-27	TOURING AMERICA	$1000	Learn about Ethan Allen at his last home, a short drive from the University of Vermont in this city	Burlington
147	68766	2006-12-27	NOTABLE WOMEN	$1000	A former actress & prostitute, Theodora was a 6th century co-ruler of this empire with her husband Justinian	The Byzantine Empire
148	68767	2006-12-27	PEOPLE IN DANTE'S INFERNO	$1000	Feast on this Greek philosopher who espoused pleasure & physics rather than fear of deities & death	Epicurus
149	68768	2006-12-27	MERRIAM-WEBSTER'S NEW WORDS FOR 2006	$1000	"Under ""B"" you'll find this 9-letter word for a renewable fuel made from vegetable sources like soybean oil"	biodiesel
150	68769	2006-12-27	ARTISTS	$400	During his Rose Period, he often painted Harlequins & Saltimbanques	Picasso
151	68770	2006-12-27	BIG BUSINESS	$400	In 1988, this FedEx rival got its own airline, now among the USA's 10 largest	UPS
152	68771	2006-12-27	HOMOPHONES	$400	Wranglers, or the basic units of heredity	jeans or genes
153	68772	2006-12-27	NEA JAZZ MASTERS	$400	"Frank Sinatra said this man born Anthony Benedetto was ""the best singer in the business"""	Tony Bennett
154	68773	2006-12-27	PO	$400	The Po is the longest river in this country	Italy
155	68774	2006-12-27	"POUR ""E"""	$400	Monster, Rockstar & Red Bull are examples of this	energy drinks
156	68775	2006-12-27	ARTISTS	$800	"The play ""Lobster Alice"" imagines this surrealist showing up at Disney to work on an animated film"	(Salvador) Dali
157	68776	2006-12-27	BIG BUSINESS	$800	In 1947 this tinfoil brand was Reynolds Aluminum's first consumer product	Reynolds Wrap
158	68777	2006-12-27	HOMOPHONES	$800	A temporary stop, or doggie feet	pause or paws
159	68778	2006-12-27	NEA JAZZ MASTERS	$800	This bandleader got his name from a radio announcer who thought he was a jazz aristocrat like Duke Ellington	Count Basie
160	68779	2006-12-27	PO	$800	The Po River winds past this 21st century Winter Olympic Games site	Turin
161	68780	2006-12-27	"POUR ""E"""	$800	The brew cycle for this strong coffee is very short, ideally under 30 seconds, so the grind should be very fine	espresso
162	68781	2006-12-27	ARTISTS	$2,100	"(<a href=""http://www.j-archive.com/media/2006-12-27_DJ_28.jpg"" target=""_blank"">Sarah of the Clue Crew reports from the Hermitage in Saint Petersburg.</a>) The Hemitage's only work by this Englishman is his <a href=""http://www.j-archive.com/media/2006-12-27_DJ_28a.jpg"" target=""_blank"">""Portrait of a Lady in Blue""</a>; he really liked the color blue"	Gainsborough
163	68782	2006-12-27	BIG BUSINESS	$1200	In 1983 this company introduced its 1-2-3 program for managing business spreadsheets	Lotus
164	68783	2006-12-27	HOMOPHONES	$2,000	Having a beak, or to construct	billed or build
165	68784	2006-12-27	NEA JAZZ MASTERS	$1200	"""A-Tisket, A-Tasket"" was the first hit for this woman honored by the NEA as the first vocal jazz master"	Ella Fitzgerald
166	68785	2006-12-27	PO	$1200	Silt is enlarging the delta at the mouth of the Po River 200 acres a year into this arm of the Mediterranean	the Adriatic
167	68786	2006-12-27	"POUR ""E"""	$1200	Named for a lord, this is an amalgamation of Sri Lankan & Indian teas that came from a Mandarin recipe	Earl Grey
168	68787	2006-12-27	ARTISTS	$1600	Henry VIII sent him to paint portraits of prospective brides; only 2 of the paintings survive	Hans Holbein
169	68788	2006-12-27	BIG BUSINESS	$1600	This company's first retail store opened on February 2, 1925 at Homan Avenue & Arthington Street in Chicago	Sears
170	68789	2006-12-27	HOMOPHONES	$1600	A part of the whole, or a state of harmony	piece or peace
171	68790	2006-12-27	NEA JAZZ MASTERS	$1600	This bebop trumpeter got his nickname because of his zany stage antics	Dizzy Gillespie
172	68791	2006-12-27	PO	$1600	"This English Romantic poet is a ""slave again of love"" in his Stanzas to the Po"	Byron
173	68792	2006-12-27	"POUR ""E"""	$1600	This New York fountain drink derived its name from the frothy top of the mixture of milk & seltzer	an egg cream
174	68793	2006-12-27	ARTISTS	$2000	"This Spaniard's ""Las Meninas"" shows the Infanta Margareta Teresa with her retinue of ladies & dwarfs"	Velasquez
175	68794	2006-12-27	BIG BUSINESS	$2000	In 1995 Kimberly-Clark purchased this company known for its Viva paper towels, among other products	Scott
176	68795	2006-12-27	HOMOPHONES	$2000	Fish eggs, or the 17th letter in the Greek alphabet	roe or rho
177	68796	2006-12-27	NEA JAZZ MASTERS	$2000	"People called her ""Sassy"" because of her personality & ""The Divine One"" because of her voice"	Sarah Vaughan
178	68797	2006-12-27	PO	$2000	Darn them! This most powerful pre-Roman people of Italy built embankments to control Po River flooding	the Etruscans
179	68798	2006-12-27	"POUR ""E"""	$2000	"Framboise & kirsch are the most popular types of this colorless spirit, French for ""water of life"""	eau de vie
180	68799	2006-12-26	COLORADO DREAMING	$200	"(<a href=""http://www.j-archive.com/media/2006-12-26_J_17.jpg"" target=""_blank"">Jon of the Clue Crew reports from the Denver Mint.</a>)  For its first 46 years, the United States Mint at Denver was an assay office, stemming from the discovery of this at Cherry Creek in 1858"	gold
181	68800	2006-12-26	PHOTOGRAPHERS	$200	The AP's Alexander Zemlianichenko won a Pulitzer for his 1996 photo of this Russian president dancing at a rock concert	Boris Yeltsin
182	68801	2006-12-26	I'LL HAVE THE BEEF	$200	A well-marbled steak is streaked with this substance	fat
183	68802	2006-12-26	ANAGRAMMED CABINET DEPARTMENTS	$200	ICE JUTS	Justice
184	68803	2006-12-26	JAMES BOND	$200	Performers who have played this boss of Bond include Bernard Lee, Robert Brown, & most recently, Judi Dench	M
185	68804	2006-12-26	"""OO"" 7-LETTER WORDS"	$200	Head & Shoulders or Prell	shampoo
186	68805	2006-12-26	COLORADO DREAMING	$400	"It's the University of Colorado Campus founded in 1876, & we hear that its parties really ""rock"""	Boulder
187	68806	2006-12-26	PHOTOGRAPHERS	$400	"This photographer famous for her Rolling Stone covers has been called the ""portraitist of the rock generation"""	Annie Leibovitz
188	68807	2006-12-26	I'LL HAVE THE BEEF	$400	The government grades for beef include Select, Choice & this highest one	Prime
189	68808	2006-12-26	ANAGRAMMED CABINET DEPARTMENTS	$400	A TEST	State
190	68809	2006-12-26	JAMES BOND	$400	"Ian Fleming's 6th novel, this story about a fanatical ""physician"" bent on world domination was the 1st Bond film released"	Dr. No
191	68810	2006-12-26	"""OO"" 7-LETTER WORDS"	$400	Frank Sinatra was often described as this type of smooth-singing balladeer	a crooner
192	68811	2006-12-26	COLORADO DREAMING	$600	"(<a href=""http://www.j-archive.com/media/2006-12-26_J_21.jpg"" target=""_blank"">Jon of the Clue Crew appears in Colorado Springs, Colorado.</a>)  Built into a Colorado <a href=""http://www.j-archive.com/media/2006-12-26_J_21a.jpg"" target=""_blank"">mountain</a>, this command complex of this 5-letter air defense organization sits on 1,000 lb. springs, to help it survive nuclear attack"	NORAD
193	68812	2006-12-26	PHOTOGRAPHERS	$600	"This American-born Dadaist was known for his ""cameraless"" pictures, which he called rayographs"	Man Ray
194	68813	2006-12-26	I'LL HAVE THE BEEF	$600	"This ""steak"", a seasoned & broiled hamburger patty, is named for an American doctor, not a British city"	Salisbury
195	68814	2006-12-26	ANAGRAMMED CABINET DEPARTMENTS	$600	GREENY	Energy
196	68815	2006-12-26	JAMES BOND	$600	"Call him Blond, James Blond; this star of 2006's ""Casino Royale"" is the first blond actor to play 007"	(Daniel) Craig
